Employee_ID,Survey_Date,Engagement_Score,Manager_Support_Score,Career_Growth_Score,Rewards_Score,Wellbeing_Score,Belonging_Score,eNPS_0_10,Anonymous_Comment
E04010,2025-06-30,69.7,47,50,92,91,76,9,Workload is high
E04010,2026-06-30,66.7,66,62,65,81,52,3,No comment
E04011,2025-06-30,70.2,57,93,66,51,69,10,Workload is high
E04011,2026-06-30,68.9,55,73,89,62,88,8,Compensation could improve
E04012,2025-06-30,72.2,86,78,90,63,79,10,No comment
E04012,2026-06-30,64.8,92,59,84,43,49,5,Need clearer career path
E04014,2025-06-30,69.8,65,91,48,62,95,4,Need clearer career path
E04014,2026-06-30,77.2,89,83,77,85,62,5,Need more learning opportunities
E04016,2025-06-30,85.1,47,81,90,92,93,9,Good manager support
E04016,2026-06-30,65.6,60,44,71,44,93,8,Need clearer career path
E04017,2025-06-30,75.2,52,49,80,81,77,8,Happy with flexibility
E04018,2025-06-30,56.6,46,46,60,83,48,7,Need more learning opportunities
E04018,2026-06-30,75.4,94,73,75,48,66,7,Compensation could improve
E04020,2025-06-30,67.1,57,88,54,43,67,10,Need clearer career path
E04020,2026-06-30,74.6,84,89,76,62,46,1,Happy with flexibility
E04021,2025-06-30,74.6,76,85,79,45,48,9,Need clearer career path
E04022,2025-06-30,56.2,61,62,40,69,49,8,Strong team culture
E04022,2026-06-30,75.1,86,94,50,40,92,4,Workload is high
E04023,2025-06-30,69.4,54,77,92,58,86,1,Workload is high
E04023,2026-06-30,70.3,52,55,76,63,83,5,Workload is high
E04024,2025-06-30,68.3,45,94,77,61,64,5,Workload is high
E04024,2026-06-30,70.8,56,45,64,89,85,6,Good manager support
E04025,2025-06-30,74.0,91,44,38,86,97,1,Strong team culture
E04025,2026-06-30,73.8,63,77,89,91,66,4,Good manager support
E04026,2025-06-30,71.3,65,76,43,90,91,0,Compensation could improve
E04026,2026-06-30,66.6,64,71,40,91,71,4,Strong team culture
E04028,2025-06-30,59.7,60,57,39,59,74,9,Strong team culture
E04028,2026-06-30,59.2,59,49,67,60,62,8,No comment
E04029,2025-06-30,75.5,85,64,75,58,84,2,Need clearer career path
E04029,2026-06-30,61.2,82,44,55,49,61,6,Compensation could improve
E04030,2025-06-30,71.7,94,41,90,56,47,3,Strong team culture
E04030,2026-06-30,76.9,59,74,81,60,76,5,Strong team culture
E04031,2025-06-30,87.0,86,62,79,77,97,2,Need clearer career path
E04031,2026-06-30,62.0,46,58,39,86,56,5,Good manager support
E04032,2025-06-30,76.6,76,69,82,85,74,2,Happy with flexibility
E04032,2026-06-30,65.6,87,52,68,59,53,2,Strong team culture
E04033,2025-06-30,70.5,78,61,89,77,50,6,Need clearer career path
E04033,2026-06-30,61.5,52,76,71,66,65,0,No comment
E04034,2025-06-30,71.5,69,78,86,83,56,5,Happy with flexibility
E04034,2026-06-30,62.4,80,53,52,74,66,5,Good manager support
E04035,2025-06-30,69.4,58,63,87,70,50,6,Strong team culture
E04035,2026-06-30,81.6,91,94,55,82,86,5,Happy with flexibility
E04038,2025-06-30,70.8,82,72,60,88,58,2,Happy with flexibility
E04038,2026-06-30,70.0,51,82,52,85,60,5,Workload is high
E04039,2025-06-30,75.0,89,64,38,86,52,8,Workload is high
E04039,2026-06-30,75.9,63,82,83,88,59,5,Compensation could improve
E04041,2025-06-30,65.8,83,64,87,43,63,7,Need more learning opportunities
E04041,2026-06-30,75.3,70,90,39,71,86,8,Compensation could improve
E04042,2025-06-30,71.9,86,61,69,66,64,3,Good manager support
E04042,2026-06-30,83.2,86,67,73,96,91,5,Good manager support
E04044,2025-06-30,76.2,92,90,74,58,67,2,No comment
E04044,2026-06-30,66.8,46,61,88,67,61,1,Need more learning opportunities
E04045,2026-06-30,74.8,94,58,89,49,71,9,No comment
E04046,2025-06-30,73.5,67,81,56,65,97,1,Strong team culture
E04046,2026-06-30,61.2,83,59,85,41,50,9,No comment
E04047,2025-06-30,63.0,66,57,60,84,46,8,No comment
E04047,2026-06-30,60.4,74,66,49,68,69,5,Workload is high
E04048,2025-06-30,74.3,77,55,86,66,89,0,Need more learning opportunities
E04048,2026-06-30,69.9,95,67,70,92,57,1,Happy with flexibility
E04049,2025-06-30,70.1,74,63,68,83,52,5,Compensation could improve
E04049,2026-06-30,78.6,82,90,64,91,62,6,Compensation could improve
E04050,2025-06-30,67.9,67,70,60,49,82,2,Need more learning opportunities
E04050,2026-06-30,51.4,55,52,41,44,59,1,Happy with flexibility
E04051,2025-06-30,68.2,74,51,66,88,72,2,Workload is high
E04051,2026-06-30,77.6,88,47,87,79,88,2,Workload is high
E04052,2026-06-30,66.5,54,91,62,69,71,6,No comment
E04053,2025-06-30,78.0,89,82,86,40,70,7,Workload is high
E04053,2026-06-30,64.5,51,59,48,60,94,4,Need clearer career path
E04054,2025-06-30,65.6,69,48,66,74,64,4,Strong team culture
E04054,2026-06-30,77.9,69,78,54,72,94,0,Strong team culture
E04055,2025-06-30,65.4,88,57,64,66,67,5,Strong team culture
E04055,2026-06-30,56.6,61,50,48,60,81,4,Workload is high
E04056,2025-06-30,71.1,74,65,86,89,54,2,Compensation could improve
E04057,2025-06-30,68.0,59,74,80,71,62,7,Workload is high
E04057,2026-06-30,65.7,65,95,49,66,51,3,Need clearer career path
E04058,2026-06-30,67.6,63,70,52,82,61,6,Happy with flexibility
E04059,2025-06-30,64.8,77,41,87,81,52,0,Compensation could improve
E04059,2026-06-30,77.9,94,87,79,46,76,2,Strong team culture
E04060,2025-06-30,72.5,85,75,50,69,47,0,Need clearer career path
E04060,2026-06-30,74.5,61,91,59,72,57,10,Happy with flexibility
E04061,2025-06-30,53.7,95,49,41,40,48,1,Good manager support
E04061,2026-06-30,55.9,62,71,49,61,58,1,Good manager support
E04062,2025-06-30,69.3,51,68,75,93,53,8,Need more learning opportunities
E04062,2026-06-30,80.1,48,84,86,89,68,10,Happy with flexibility
E04063,2025-06-30,49.6,94,44,45,57,53,6,Compensation could improve
E04063,2026-06-30,56.5,46,87,48,44,51,3,Happy with flexibility
E04064,2025-06-30,73.2,54,50,89,88,86,10,Workload is high
E04064,2026-06-30,65.7,47,94,56,82,67,10,Good manager support
E04065,2025-06-30,78.0,90,66,45,91,93,4,Strong team culture
E04065,2026-06-30,76.3,88,82,63,77,45,6,Workload is high
E04066,2025-06-30,71.1,61,44,42,84,88,2,Workload is high
E04066,2026-06-30,63.2,86,40,49,88,59,0,Workload is high
E04068,2025-06-30,64.4,91,81,38,56,51,4,Happy with flexibility
E04068,2026-06-30,71.0,61,84,81,57,60,3,No comment
E04070,2026-06-30,65.3,85,80,89,74,45,2,Good manager support
E04071,2025-06-30,62.6,50,82,42,47,95,6,No comment
E04071,2026-06-30,69.2,54,77,43,90,68,3,Need more learning opportunities
E04072,2025-06-30,66.9,95,44,78,58,77,2,Need clearer career path
E04072,2026-06-30,66.6,72,57,64,69,77,8,No comment
E04073,2025-06-30,71.3,87,69,68,57,62,2,Compensation could improve
E04073,2026-06-30,67.2,73,63,74,47,84,8,Good manager support
E04074,2025-06-30,78.9,55,78,77,65,86,10,Strong team culture
E04074,2026-06-30,67.4,56,50,81,89,54,2,Good manager support
E04075,2025-06-30,68.7,67,62,57,65,89,0,Happy with flexibility
E04075,2026-06-30,72.1,86,86,82,45,60,2,Compensation could improve
E04076,2025-06-30,74.4,60,67,73,51,72,5,Good manager support
E04076,2026-06-30,86.8,88,78,86,81,83,2,Workload is high
E04077,2025-06-30,67.2,64,74,87,41,84,6,No comment
E04078,2025-06-30,58.6,84,42,60,58,72,2,No comment
E04078,2026-06-30,64.0,75,53,70,76,74,3,Strong team culture
E04079,2025-06-30,80.1,46,89,82,94,79,7,Compensation could improve
E04079,2026-06-30,72.7,88,89,38,93,70,5,Workload is high
E04081,2025-06-30,73.0,76,92,51,66,91,8,Strong team culture
E04081,2026-06-30,64.2,46,81,57,49,89,1,Good manager support
E04082,2025-06-30,67.7,45,50,88,90,80,4,Workload is high
E04083,2025-06-30,69.3,72,86,77,58,82,8,Compensation could improve
E04083,2026-06-30,75.2,79,86,70,80,67,7,Need clearer career path
E04084,2025-06-30,59.8,63,61,41,74,58,3,Compensation could improve
E04084,2026-06-30,75.3,69,48,47,90,77,10,Compensation could improve
E04085,2025-06-30,74.6,50,93,78,88,62,2,Need more learning opportunities
E04085,2026-06-30,79.5,82,67,91,72,97,8,Need clearer career path
E04086,2025-06-30,70.4,86,57,38,66,97,1,Need clearer career path
E04086,2026-06-30,65.7,81,44,50,84,48,9,No comment
E04087,2025-06-30,76.8,95,52,90,67,79,7,Workload is high
E04087,2026-06-30,59.2,82,64,43,41,86,9,Need clearer career path
E04088,2025-06-30,81.1,93,81,54,93,94,0,Compensation could improve
E04088,2026-06-30,81.0,61,83,74,87,91,8,Need clearer career path
E04089,2025-06-30,58.6,56,46,62,51,96,8,Strong team culture
E04089,2026-06-30,64.7,64,50,60,46,93,3,Happy with flexibility
E04090,2026-06-30,64.6,78,53,63,59,77,2,Good manager support
E04091,2025-06-30,74.7,67,94,64,41,89,6,Happy with flexibility
E04091,2026-06-30,82.6,93,93,84,58,68,0,Need more learning opportunities
E04093,2025-06-30,81.2,80,92,92,63,67,5,Need clearer career path
E04093,2026-06-30,77.2,76,44,40,77,95,0,Good manager support
E04094,2025-06-30,74.0,94,57,70,63,79,7,Compensation could improve
E04094,2026-06-30,68.7,60,86,61,73,53,4,Need clearer career path
E04096,2025-06-30,66.1,86,46,43,76,82,7,Happy with flexibility
E04096,2026-06-30,71.7,67,91,46,95,74,1,Happy with flexibility
E04097,2026-06-30,71.5,95,54,81,52,64,7,Good manager support
E04098,2025-06-30,63.8,46,61,82,93,53,3,Happy with flexibility
E04099,2025-06-30,61.9,61,64,75,50,71,7,Workload is high
E04099,2026-06-30,51.0,57,47,47,61,60,7,Compensation could improve
E04100,2025-06-30,73.7,75,62,81,50,95,7,Need clearer career path
E04101,2025-06-30,68.5,85,68,92,43,67,0,Good manager support
E04101,2026-06-30,68.3,63,50,83,82,78,4,Strong team culture
E04102,2025-06-30,71.3,59,93,71,89,48,3,Compensation could improve
E04103,2025-06-30,60.2,53,60,68,73,51,2,Need clearer career path
E04103,2026-06-30,75.2,57,93,85,62,81,9,Need clearer career path
E04105,2025-06-30,59.0,84,62,38,54,70,6,Strong team culture
E04105,2026-06-30,65.3,64,70,59,44,59,4,Happy with flexibility
E04106,2025-06-30,71.0,57,64,75,68,55,3,No comment
E04106,2026-06-30,56.8,65,47,59,50,76,7,Need clearer career path
E04107,2026-06-30,75.3,84,54,68,75,77,1,Need more learning opportunities
E04108,2025-06-30,61.6,48,47,74,47,69,4,Compensation could improve
E04108,2026-06-30,75.0,84,73,61,71,87,1,Compensation could improve
E04109,2025-06-30,67.9,65,46,70,81,82,9,No comment
E04109,2026-06-30,71.8,73,94,60,64,65,6,Happy with flexibility
E04110,2025-06-30,68.8,60,57,67,88,49,2,Happy with flexibility
E04110,2026-06-30,64.8,55,64,87,72,61,8,Good manager support
E04111,2025-06-30,74.9,84,86,70,92,54,9,Compensation could improve
E04111,2026-06-30,86.3,86,94,71,90,69,7,Happy with flexibility
E04112,2026-06-30,66.6,55,42,80,71,72,1,Workload is high
E04113,2025-06-30,70.2,75,59,57,62,77,4,Good manager support
E04113,2026-06-30,61.2,93,72,49,41,65,5,Workload is high
E04114,2025-06-30,72.7,70,93,81,46,93,7,No comment
E04114,2026-06-30,75.6,76,84,83,48,57,7,Strong team culture
E04115,2025-06-30,64.5,54,83,43,87,62,1,Workload is high
E04115,2026-06-30,59.7,72,64,52,64,45,5,Need clearer career path
E04116,2025-06-30,71.4,91,78,90,51,60,2,Workload is high
E04116,2026-06-30,77.3,92,43,83,94,63,3,Workload is high
E04117,2025-06-30,45.7,45,60,45,45,64,6,Compensation could improve
E04117,2026-06-30,55.8,46,47,91,43,81,5,Compensation could improve
E04118,2025-06-30,57.6,69,40,52,68,84,1,Need more learning opportunities
E04118,2026-06-30,56.7,90,92,38,48,45,4,Need more learning opportunities
E04119,2025-06-30,83.9,95,81,76,75,97,1,Good manager support
E04119,2026-06-30,74.5,92,95,49,71,83,5,Need more learning opportunities
E04120,2026-06-30,60.6,93,58,53,81,51,7,Workload is high
E04121,2025-06-30,64.5,65,56,87,73,57,2,Good manager support
E04121,2026-06-30,56.3,55,42,90,49,52,1,Compensation could improve
E04122,2025-06-30,78.4,85,50,89,95,77,4,Happy with flexibility
E04124,2025-06-30,66.9,67,72,41,89,84,9,Good manager support
E04124,2026-06-30,63.4,80,54,55,64,74,2,Compensation could improve
E04125,2025-06-30,57.2,57,46,82,48,58,4,Happy with flexibility
E04125,2026-06-30,63.3,60,76,47,47,86,2,Workload is high
E04126,2025-06-30,62.4,47,67,60,61,93,2,Need clearer career path
E04126,2026-06-30,65.1,95,48,70,51,47,1,Compensation could improve
E04127,2025-06-30,80.8,60,85,88,89,93,8,Strong team culture
E04127,2026-06-30,50.1,69,41,51,53,61,6,Need clearer career path
E04128,2025-06-30,79.5,69,86,63,79,66,6,Good manager support
E04128,2026-06-30,76.8,92,70,46,71,80,4,Compensation could improve
E04129,2026-06-30,54.3,76,48,44,44,77,8,Strong team culture
E04130,2025-06-30,65.0,58,77,86,41,60,6,Need more learning opportunities
E04130,2026-06-30,78.6,91,94,72,82,83,6,Happy with flexibility
E04131,2026-06-30,59.8,64,53,91,75,58,5,No comment
E04132,2025-06-30,72.4,61,59,86,53,64,5,Strong team culture
E04132,2026-06-30,62.6,66,43,63,92,79,3,Good manager support
E04133,2026-06-30,74.1,55,78,81,79,82,6,Need clearer career path
E04135,2025-06-30,79.1,61,68,49,79,97,9,Compensation could improve
E04135,2026-06-30,67.3,76,84,46,45,81,1,Need clearer career path
E04136,2025-06-30,63.7,46,54,76,65,83,2,Need clearer career path
E04136,2026-06-30,78.4,72,63,85,88,89,6,Need clearer career path
E04137,2025-06-30,70.6,52,88,69,64,81,6,No comment
E04137,2026-06-30,66.9,55,65,72,83,66,10,Happy with flexibility
E04138,2025-06-30,77.8,89,50,88,61,76,10,Strong team culture
E04138,2026-06-30,78.2,68,63,90,90,83,0,No comment
E04139,2025-06-30,55.5,51,41,55,45,72,5,Need clearer career path
E04139,2026-06-30,65.8,83,65,84,47,74,5,Need more learning opportunities
E04140,2025-06-30,54.3,57,61,50,59,59,4,Good manager support
E04140,2026-06-30,57.3,54,47,48,65,58,8,No comment
E04142,2025-06-30,68.9,69,62,59,66,82,7,Compensation could improve
E04142,2026-06-30,66.9,67,89,45,57,75,4,Need clearer career path
E04143,2025-06-30,72.6,62,94,48,90,76,0,Workload is high
E04143,2026-06-30,55.7,70,52,38,61,66,1,Good manager support
E04144,2025-06-30,66.9,82,47,74,58,71,4,Workload is high
E04144,2026-06-30,61.1,94,50,39,43,74,0,Need clearer career path
E04145,2025-06-30,43.6,51,40,52,52,55,2,Strong team culture
E04145,2026-06-30,72.5,85,79,64,61,49,4,Happy with flexibility
E04146,2026-06-30,60.5,83,66,50,41,45,3,Strong team culture
E04147,2025-06-30,52.0,48,40,47,70,59,9,Good manager support
E04147,2026-06-30,69.3,77,43,50,62,94,5,Happy with flexibility
E04148,2025-06-30,63.2,81,55,57,40,64,2,No comment
E04148,2026-06-30,76.5,51,83,80,86,63,8,Need clearer career path
E04149,2026-06-30,77.0,95,79,58,89,59,0,Need clearer career path
E04150,2025-06-30,84.7,94,71,69,88,95,1,Workload is high
E04150,2026-06-30,65.7,83,52,58,77,53,8,Strong team culture
E04151,2025-06-30,60.8,60,62,64,79,60,6,Compensation could improve
E04151,2026-06-30,69.9,69,59,85,67,79,1,No comment
E04153,2025-06-30,60.8,45,48,85,95,47,8,Workload is high
E04153,2026-06-30,64.3,52,56,88,46,64,0,Happy with flexibility
E04154,2025-06-30,64.6,55,60,76,88,58,5,Need clearer career path
E04154,2026-06-30,65.5,84,52,47,67,73,7,Need clearer career path
E04155,2025-06-30,55.1,46,75,60,44,73,8,Compensation could improve
E04155,2026-06-30,67.6,86,74,53,75,66,6,Strong team culture
E04156,2025-06-30,62.1,69,62,73,75,48,3,Need clearer career path
E04156,2026-06-30,67.1,72,91,65,43,76,3,Strong team culture
E04157,2025-06-30,60.7,58,67,52,78,53,4,Happy with flexibility
E04157,2026-06-30,59.7,81,46,40,56,83,7,Workload is high
E04158,2026-06-30,49.0,77,42,41,42,63,10,No comment
E04159,2025-06-30,77.7,67,84,90,82,60,4,Happy with flexibility
E04159,2026-06-30,77.0,56,82,74,72,87,8,Need more learning opportunities
E04160,2025-06-30,48.1,56,45,43,58,57,6,Need more learning opportunities
E04160,2026-06-30,64.6,90,47,89,53,59,9,No comment
E04161,2025-06-30,80.9,87,89,76,57,92,3,Need clearer career path
E04161,2026-06-30,65.2,50,80,87,52,59,1,Happy with flexibility
E04162,2025-06-30,69.1,57,50,50,77,83,3,Need clearer career path
E04162,2026-06-30,75.6,91,62,40,72,88,6,Need more learning opportunities
E04164,2025-06-30,59.1,73,89,46,40,63,1,Compensation could improve
E04164,2026-06-30,59.3,52,59,75,58,47,3,Need clearer career path
E04165,2025-06-30,85.4,92,92,59,89,82,2,Happy with flexibility
E04165,2026-06-30,59.9,52,61,43,69,59,8,Need clearer career path
E04166,2025-06-30,59.2,45,63,70,77,65,3,Compensation could improve
E04166,2026-06-30,66.5,77,49,69,63,64,1,Compensation could improve
E04167,2026-06-30,79.6,51,91,75,92,89,6,Good manager support
E04169,2025-06-30,80.2,91,78,82,82,68,5,Need clearer career path
E04169,2026-06-30,58.1,46,83,70,47,52,4,Workload is high
E04170,2025-06-30,67.4,56,46,58,43,92,1,Need more learning opportunities
E04170,2026-06-30,68.7,49,94,81,65,75,1,No comment
E04171,2025-06-30,77.7,85,89,81,63,85,2,Good manager support
E04171,2026-06-30,74.6,52,73,65,72,75,4,Happy with flexibility
E04172,2025-06-30,82.3,73,93,78,66,83,0,Strong team culture
E04172,2026-06-30,70.0,69,53,82,90,55,5,Strong team culture
E04173,2025-06-30,75.0,62,71,69,59,82,6,Strong team culture
E04173,2026-06-30,68.2,81,63,92,79,64,10,Strong team culture
E04175,2025-06-30,51.2,47,42,38,61,59,10,No comment
E04175,2026-06-30,56.6,48,50,43,83,62,1,Need clearer career path
E04177,2025-06-30,62.0,50,69,86,78,49,2,Need more learning opportunities
E04177,2026-06-30,67.5,85,65,79,60,48,3,Good manager support
E04178,2026-06-30,66.9,88,89,73,48,52,3,Happy with flexibility
E04179,2025-06-30,73.9,90,60,83,64,90,4,Strong team culture
E04179,2026-06-30,80.8,66,91,89,74,61,4,Need clearer career path
E04181,2025-06-30,61.3,78,67,50,80,60,5,Strong team culture
E04181,2026-06-30,64.1,87,64,57,81,45,2,Compensation could improve
E04182,2025-06-30,69.1,71,73,46,75,89,1,Need more learning opportunities
E04182,2026-06-30,66.2,57,54,68,87,53,7,Workload is high
E04183,2025-06-30,58.8,56,42,68,64,79,5,Good manager support
E04183,2026-06-30,90.0,78,93,88,94,98,5,Strong team culture
E04184,2026-06-30,59.2,50,70,83,60,47,3,Need clearer career path
E04185,2026-06-30,70.3,62,94,74,58,94,5,Need clearer career path
E04186,2025-06-30,62.6,89,57,39,73,68,5,Strong team culture
E04186,2026-06-30,59.0,93,83,53,40,47,7,Workload is high
E04187,2025-06-30,66.1,60,43,88,64,96,5,No comment
E04187,2026-06-30,64.5,55,77,41,54,88,3,Strong team culture
E04188,2025-06-30,62.5,58,83,79,49,68,8,Good manager support
E04188,2026-06-30,79.7,47,84,84,87,76,8,Need clearer career path
E04189,2025-06-30,59.3,45,42,58,64,73,3,No comment
E04189,2026-06-30,79.5,73,58,77,87,91,6,Strong team culture
E04191,2025-06-30,71.8,91,49,76,48,87,7,Need more learning opportunities
E04191,2026-06-30,53.6,66,43,39,78,46,7,Good manager support
E04192,2025-06-30,65.4,77,45,70,76,67,2,Strong team culture
E04192,2026-06-30,58.8,64,52,64,88,54,3,No comment
E04193,2025-06-30,57.7,58,49,57,48,75,4,No comment
E04193,2026-06-30,66.2,79,76,69,40,74,1,Happy with flexibility
E04194,2025-06-30,55.7,51,41,40,75,52,0,Need more learning opportunities
E04194,2026-06-30,67.3,69,43,75,59,90,5,Need more learning opportunities
E04195,2026-06-30,83.3,87,89,85,76,74,2,Happy with flexibility
E04196,2025-06-30,71.1,81,45,66,89,73,4,Workload is high
E04196,2026-06-30,69.9,64,42,50,95,91,1,Happy with flexibility
E04197,2026-06-30,70.0,56,78,53,85,66,7,Happy with flexibility
E04198,2025-06-30,65.1,73,77,68,58,65,2,Good manager support
E04198,2026-06-30,79.5,86,64,40,89,94,9,No comment
E04200,2025-06-30,71.0,61,91,82,44,85,8,Strong team culture
E04200,2026-06-30,73.2,61,79,80,43,94,7,No comment
E04201,2025-06-30,67.5,90,59,55,41,95,3,Compensation could improve
E04201,2026-06-30,65.9,54,71,61,49,91,7,Happy with flexibility
E04202,2025-06-30,76.7,74,87,64,48,86,5,No comment
E04202,2026-06-30,64.5,62,77,66,58,67,1,No comment
E04203,2025-06-30,69.0,67,69,59,66,89,4,Need clearer career path
E04203,2026-06-30,59.5,70,59,50,58,74,6,Happy with flexibility
E04205,2025-06-30,57.0,84,48,53,40,52,7,Compensation could improve
E04205,2026-06-30,72.0,61,47,84,56,98,3,Good manager support
E04206,2025-06-30,77.8,79,80,82,62,98,3,Strong team culture
E04206,2026-06-30,65.8,67,67,67,44,67,1,Strong team culture
E04207,2025-06-30,62.0,80,61,48,76,73,8,Happy with flexibility
E04207,2026-06-30,75.2,86,58,62,52,82,3,Happy with flexibility
E04208,2025-06-30,79.1,76,79,75,94,75,8,Good manager support
E04208,2026-06-30,67.4,62,58,91,79,92,9,Workload is high
E04209,2025-06-30,77.2,71,92,65,74,67,10,Strong team culture
E04209,2026-06-30,60.9,58,59,47,41,58,8,Compensation could improve
E04210,2025-06-30,67.1,49,68,83,58,79,2,Good manager support
E04210,2026-06-30,74.2,67,59,71,77,91,3,Happy with flexibility
E04211,2025-06-30,62.1,66,56,48,91,45,0,No comment
E04211,2026-06-30,77.5,74,85,51,92,96,7,Good manager support
E04212,2026-06-30,70.4,73,62,76,68,61,7,Happy with flexibility
E04213,2025-06-30,58.2,76,52,84,53,45,0,No comment
E04213,2026-06-30,57.9,75,77,50,47,50,6,No comment
E04214,2026-06-30,74.6,89,46,78,92,61,1,No comment
E04215,2025-06-30,67.9,80,72,51,44,89,8,Need more learning opportunities
E04215,2026-06-30,79.8,94,92,87,62,71,8,No comment
E04216,2025-06-30,60.3,63,44,67,41,54,6,Happy with flexibility
E04216,2026-06-30,62.0,46,65,66,61,74,10,Need clearer career path
E04217,2025-06-30,57.6,51,52,91,81,68,0,Compensation could improve
E04217,2026-06-30,69.3,46,64,77,77,84,10,Need clearer career path
E04218,2025-06-30,67.5,78,46,59,50,87,8,Need more learning opportunities
E04218,2026-06-30,59.9,47,67,63,66,75,3,Need more learning opportunities
E04219,2025-06-30,66.9,76,69,48,59,81,3,No comment
E04219,2026-06-30,72.5,62,74,59,88,49,3,No comment
E04220,2025-06-30,79.2,85,44,78,89,67,7,Strong team culture
E04220,2026-06-30,68.1,58,71,83,77,68,10,No comment
E04222,2025-06-30,66.1,58,71,39,58,79,4,No comment
E04222,2026-06-30,67.7,94,64,60,77,69,4,Happy with flexibility
E04223,2025-06-30,75.6,95,84,40,65,66,0,Happy with flexibility
E04223,2026-06-30,62.3,66,48,72,86,61,9,Strong team culture
E04224,2025-06-30,93.0,95,86,67,92,75,9,No comment
E04224,2026-06-30,64.8,70,95,47,51,60,7,No comment
E04225,2025-06-30,58.1,58,57,53,57,75,4,Need clearer career path
E04225,2026-06-30,81.6,82,77,91,51,55,1,Need clearer career path
E04226,2025-06-30,57.7,45,50,38,52,97,5,Good manager support
E04226,2026-06-30,69.6,64,83,71,60,83,6,Need clearer career path
E04227,2025-06-30,71.9,66,69,81,59,67,6,Good manager support
E04227,2026-06-30,71.1,76,70,41,91,58,8,Happy with flexibility
E04228,2025-06-30,52.1,60,86,40,56,50,8,Good manager support
E04228,2026-06-30,75.2,59,74,59,84,64,5,Workload is high
E04230,2025-06-30,60.1,45,65,47,73,67,4,Good manager support
E04230,2026-06-30,68.3,71,53,80,62,93,3,No comment
E04235,2025-06-30,75.2,65,88,86,90,54,3,Need more learning opportunities
E04235,2026-06-30,61.8,70,70,38,60,95,3,Workload is high
E04236,2025-06-30,70.6,58,94,46,79,83,5,Need more learning opportunities
E04236,2026-06-30,67.1,83,63,49,72,74,8,Need more learning opportunities
E04238,2025-06-30,60.0,69,47,50,80,52,5,Happy with flexibility
E04238,2026-06-30,72.3,78,86,47,51,89,10,Good manager support
E04239,2025-06-30,70.9,54,61,72,83,81,9,Compensation could improve
E04239,2026-06-30,53.0,79,74,46,45,52,7,Compensation could improve
E04240,2025-06-30,76.1,70,84,73,80,58,6,Workload is high
E04240,2026-06-30,73.5,80,92,51,80,93,2,Strong team culture
E04241,2025-06-30,79.9,93,55,86,65,90,2,No comment
E04241,2026-06-30,62.1,55,76,48,55,92,5,No comment
E04242,2025-06-30,51.5,50,49,61,45,79,2,No comment
E04242,2026-06-30,77.1,81,46,84,54,86,2,Workload is high
E04244,2025-06-30,57.4,51,57,63,60,58,3,Good manager support
E04244,2026-06-30,73.8,61,77,74,91,71,10,Good manager support
E04245,2025-06-30,77.0,77,66,56,96,80,4,Strong team culture
E04245,2026-06-30,61.4,56,90,64,44,47,4,Compensation could improve
E04246,2025-06-30,68.6,56,55,44,87,89,2,Need clearer career path
E04246,2026-06-30,60.3,82,44,40,56,65,0,Strong team culture
E04247,2025-06-30,77.8,79,75,83,92,87,8,Happy with flexibility
E04247,2026-06-30,58.3,60,56,66,82,56,10,Need clearer career path
E04248,2025-06-30,79.4,86,64,65,48,96,5,Strong team culture
E04248,2026-06-30,66.4,67,83,80,46,92,1,Good manager support
E04249,2025-06-30,66.2,93,46,87,60,62,5,Happy with flexibility
E04249,2026-06-30,74.8,78,84,61,63,86,0,Need more learning opportunities
E04250,2025-06-30,60.1,58,85,49,59,54,2,Strong team culture
E04250,2026-06-30,68.0,55,72,79,67,84,5,Compensation could improve
E04251,2025-06-30,76.0,73,53,75,68,81,6,Need more learning opportunities
E04251,2026-06-30,66.8,85,45,75,82,54,6,Compensation could improve
E04253,2025-06-30,73.1,79,62,90,85,63,0,Workload is high
E04253,2026-06-30,68.4,94,88,71,43,49,0,Need clearer career path
E04255,2025-06-30,76.2,46,79,90,76,79,1,Compensation could improve
E04255,2026-06-30,79.9,78,95,83,46,89,2,Need more learning opportunities
E04256,2025-06-30,62.3,52,51,74,63,52,2,Compensation could improve
E04256,2026-06-30,65.9,59,48,74,66,96,3,Strong team culture
E04257,2025-06-30,68.0,88,79,44,53,75,4,Strong team culture
E04257,2026-06-30,81.4,82,49,70,86,94,6,Need more learning opportunities
E04259,2025-06-30,73.7,82,83,67,88,66,1,Compensation could improve
E04259,2026-06-30,70.1,89,58,89,40,51,1,Happy with flexibility
E04260,2025-06-30,76.5,86,90,68,84,52,5,Good manager support
E04260,2026-06-30,74.4,74,44,82,67,79,7,Strong team culture
E04261,2026-06-30,56.8,93,61,60,52,52,3,Need clearer career path
E04262,2025-06-30,70.5,80,48,83,86,56,9,Strong team culture
E04262,2026-06-30,72.4,63,65,47,92,97,6,Need clearer career path
E04263,2025-06-30,78.2,56,79,76,88,70,1,Strong team culture
E04263,2026-06-30,66.0,47,75,79,86,56,7,Compensation could improve
E04264,2025-06-30,70.8,88,75,44,80,48,8,Compensation could improve
E04264,2026-06-30,57.4,54,76,58,66,45,7,Compensation could improve
E04265,2025-06-30,61.1,56,51,47,85,50,9,Good manager support
E04266,2025-06-30,60.0,72,77,50,79,56,7,Need more learning opportunities
E04266,2026-06-30,64.9,76,62,45,68,86,0,Need clearer career path
