Month,Employee_ID,Department,Location,Scheduled_Days,Present_Days,Paid_Leave_Days,Sick_Leave_Days,Unpaid_Leave_Days,Absent_Days,WFH_Days,Overtime_Hours,Late_Arrivals
2026-04-01,E04072,Finance,Chennai,22,20,2,0,0,0,1,17.4,3
2026-05-01,E04072,Finance,Chennai,23,22,0,1,0,1,3,3.8,1
2026-06-01,E04072,Finance,Chennai,22,19,2,1,0,1,12,0.0,1
2026-07-01,E04072,Finance,Chennai,22,20,0,2,0,2,10,7.5,2
2026-08-01,E04072,Finance,Chennai,21,21,0,0,0,0,5,5.8,0
2024-09-01,E04073,Human Resources,Mumbai,22,21,1,0,0,0,8,6.8,2
2024-10-01,E04073,Human Resources,Mumbai,22,17,3,1,1,2,8,0.0,0
2024-11-01,E04073,Human Resources,Mumbai,20,20,0,0,0,0,12,10.0,2
2024-12-01,E04073,Human Resources,Mumbai,22,20,2,0,0,0,1,4.1,3
2025-01-01,E04073,Human Resources,Mumbai,23,23,0,0,0,0,10,0.0,3
2025-02-01,E04073,Human Resources,Mumbai,21,21,0,0,0,0,0,3.1,1
2025-03-01,E04073,Human Resources,Mumbai,21,18,3,0,0,0,11,9.3,3
2025-04-01,E04073,Human Resources,Mumbai,23,21,2,0,0,0,9,6.1,2
2025-05-01,E04073,Human Resources,Mumbai,22,19,1,0,2,2,3,0.0,0
2025-06-01,E04073,Human Resources,Mumbai,22,21,1,0,0,0,4,0.0,3
2025-07-01,E04073,Human Resources,Mumbai,21,20,0,0,1,1,6,2.9,0
2025-08-01,E04073,Human Resources,Mumbai,20,18,2,0,0,0,12,8.2,1
2025-09-01,E04073,Human Resources,Mumbai,21,16,4,0,1,1,1,3.4,3
2025-10-01,E04073,Human Resources,Mumbai,22,14,3,5,0,5,10,0.0,3
2025-11-01,E04073,Human Resources,Mumbai,21,17,3,1,0,1,9,0.0,0
2025-12-01,E04073,Human Resources,Mumbai,22,19,2,0,1,1,7,0.0,2
2026-01-01,E04073,Human Resources,Mumbai,22,20,2,0,0,0,4,0.0,0
2026-02-01,E04073,Human Resources,Mumbai,23,21,2,0,0,0,2,0.0,2
2026-03-01,E04073,Human Resources,Mumbai,22,22,0,0,0,0,12,0.0,1
2026-04-01,E04073,Human Resources,Mumbai,23,21,2,0,0,0,11,13.5,0
2026-05-01,E04073,Human Resources,Mumbai,21,20,0,0,1,1,5,8.1,3
2026-06-01,E04073,Human Resources,Mumbai,23,21,2,0,0,0,7,0.0,2
2026-07-01,E04073,Human Resources,Mumbai,21,19,2,0,0,0,3,11.3,0
2026-08-01,E04073,Human Resources,Mumbai,22,21,0,1,0,1,2,4.1,3
2024-09-01,E04074,Sales,Mumbai,23,22,1,0,0,0,10,14.5,3
2024-10-01,E04074,Sales,Mumbai,23,21,2,0,0,0,7,7.9,2
2024-11-01,E04074,Sales,Mumbai,22,22,0,0,0,0,8,11.6,2
2024-12-01,E04074,Sales,Mumbai,23,19,4,0,0,0,5,4.1,3
2025-01-01,E04074,Sales,Mumbai,22,21,0,1,0,1,0,14.1,2
2025-02-01,E04074,Sales,Mumbai,22,21,1,0,0,0,11,12.0,0
2025-03-01,E04074,Sales,Mumbai,22,21,1,0,0,0,8,10.3,2
2025-04-01,E04074,Sales,Mumbai,20,18,2,0,0,0,0,2.0,0
2025-05-01,E04074,Sales,Mumbai,22,21,1,0,0,0,12,0.0,1
2025-06-01,E04074,Sales,Mumbai,21,19,2,0,0,0,9,12.6,3
2025-07-01,E04074,Sales,Mumbai,22,22,0,0,0,0,6,3.6,2
2025-08-01,E04074,Sales,Mumbai,22,20,0,1,1,2,0,9.5,0
2025-09-01,E04074,Sales,Mumbai,20,19,0,1,0,1,7,6.5,0
2025-10-01,E04074,Sales,Mumbai,22,21,1,0,0,0,5,5.6,2
2025-11-01,E04074,Sales,Mumbai,21,19,1,1,0,1,7,12.6,3
2025-12-01,E04074,Sales,Mumbai,21,21,0,0,0,0,1,9.9,0
2026-01-01,E04074,Sales,Mumbai,22,17,3,1,1,2,11,3.2,1
2026-02-01,E04074,Sales,Mumbai,21,19,2,0,0,0,9,8.6,2
2026-03-01,E04074,Sales,Mumbai,20,18,1,1,0,1,2,10.1,0
2026-04-01,E04074,Sales,Mumbai,22,20,2,0,0,0,0,8.1,0
2026-05-01,E04074,Sales,Mumbai,23,21,0,0,2,2,8,5.8,0
2026-06-01,E04074,Sales,Mumbai,22,21,1,0,0,0,0,18.4,0
2026-07-01,E04074,Sales,Mumbai,20,20,0,0,0,0,4,24.4,2
2026-08-01,E04074,Sales,Mumbai,22,20,1,1,0,1,11,12.1,3
2024-09-01,E04075,Supply Chain,Bengaluru,21,20,1,0,0,0,9,6.2,0
2024-10-01,E04075,Supply Chain,Bengaluru,20,20,0,0,0,0,4,14.1,0
2024-11-01,E04075,Supply Chain,Bengaluru,21,17,1,3,0,3,9,14.8,3
2024-12-01,E04075,Supply Chain,Bengaluru,22,22,0,0,0,0,2,4.1,1
2025-01-01,E04075,Supply Chain,Bengaluru,21,20,1,0,0,0,10,2.7,2
2025-02-01,E04075,Supply Chain,Bengaluru,21,17,4,0,0,0,5,8.5,1
2025-03-01,E04075,Supply Chain,Bengaluru,22,20,2,0,0,0,10,15.9,3
2025-04-01,E04075,Supply Chain,Bengaluru,22,20,0,0,2,2,5,5.5,1
2025-05-01,E04075,Supply Chain,Bengaluru,22,20,2,0,0,0,12,11.4,2
2025-06-01,E04075,Supply Chain,Bengaluru,22,21,1,0,0,0,3,8.5,2
2025-07-01,E04075,Supply Chain,Bengaluru,20,18,2,0,0,0,3,0.0,2
2025-08-01,E04075,Supply Chain,Bengaluru,21,20,1,0,0,0,9,12.1,2
2025-09-01,E04075,Supply Chain,Bengaluru,20,19,1,0,0,0,12,4.1,1
2025-10-01,E04075,Supply Chain,Bengaluru,22,20,2,0,0,0,3,9.5,2
2025-11-01,E04075,Supply Chain,Bengaluru,22,18,1,3,0,3,11,8.6,1
2025-12-01,E04075,Supply Chain,Bengaluru,22,21,0,1,0,1,6,3.7,2
2026-01-01,E04075,Supply Chain,Bengaluru,21,19,2,0,0,0,2,6.1,2
2026-02-01,E04075,Supply Chain,Bengaluru,21,21,0,0,0,0,11,11.7,3
2026-03-01,E04075,Supply Chain,Bengaluru,22,21,1,0,0,0,3,6.4,3
2026-04-01,E04075,Supply Chain,Bengaluru,22,20,2,0,0,0,9,5.1,2
2026-05-01,E04075,Supply Chain,Bengaluru,21,17,3,1,0,1,8,5.5,3
2026-06-01,E04075,Supply Chain,Bengaluru,22,19,3,0,0,0,3,13.8,2
2026-07-01,E04075,Supply Chain,Bengaluru,22,22,0,0,0,0,10,12.1,3
2026-08-01,E04075,Supply Chain,Bengaluru,21,21,0,0,0,0,0,14.6,0
2024-09-01,E04076,Marketing,Bengaluru,22,19,2,1,0,1,4,13.7,1
2024-10-01,E04076,Marketing,Bengaluru,22,19,2,0,1,1,1,0.0,0
2024-11-01,E04076,Marketing,Bengaluru,22,19,3,0,0,0,1,0.0,0
2024-12-01,E04076,Marketing,Bengaluru,23,22,1,0,0,0,8,1.9,0
2025-01-01,E04076,Marketing,Bengaluru,23,21,1,1,0,1,2,3.2,0
2025-02-01,E04076,Marketing,Bengaluru,21,18,2,0,1,1,8,0.5,2
2025-03-01,E04076,Marketing,Bengaluru,22,20,1,0,1,1,0,12.4,2
2025-04-01,E04076,Marketing,Bengaluru,22,20,2,0,0,0,11,0.0,2
2025-05-01,E04076,Marketing,Bengaluru,22,20,2,0,0,0,7,9.2,3
2025-06-01,E04076,Marketing,Bengaluru,21,19,2,0,0,0,7,0.0,2
2025-07-01,E04076,Marketing,Bengaluru,22,22,0,0,0,0,6,3.8,3
2025-08-01,E04076,Marketing,Bengaluru,22,19,3,0,0,0,4,8.5,3
2025-09-01,E04076,Marketing,Bengaluru,23,20,2,1,0,1,4,9.9,0
2025-10-01,E04076,Marketing,Bengaluru,23,21,1,0,1,1,0,5.1,3
2025-11-01,E04076,Marketing,Bengaluru,20,19,1,0,0,0,2,0.0,3
2025-12-01,E04076,Marketing,Bengaluru,22,21,1,0,0,0,10,7.2,0
2026-01-01,E04076,Marketing,Bengaluru,22,18,4,0,0,0,9,0.0,1
2026-02-01,E04076,Marketing,Bengaluru,20,20,0,0,0,0,12,5.1,1
2026-03-01,E04076,Marketing,Bengaluru,22,20,1,0,1,1,3,12.7,0
2026-04-01,E04076,Marketing,Bengaluru,21,20,1,0,0,0,8,3.7,3
2026-05-01,E04076,Marketing,Bengaluru,22,16,3,3,0,3,9,7.0,0
2026-06-01,E04076,Marketing,Bengaluru,21,20,0,0,1,1,9,0.0,3
2026-07-01,E04076,Marketing,Bengaluru,21,18,3,0,0,0,2,6.8,1
2026-08-01,E04076,Marketing,Bengaluru,22,17,4,0,1,1,6,5.1,2
2024-09-01,E04077,Customer Success,Hyderabad,23,20,3,0,0,0,7,0.8,3
2024-10-01,E04077,Customer Success,Hyderabad,22,21,0,1,0,1,0,0.0,1
2024-11-01,E04077,Customer Success,Hyderabad,23,20,3,0,0,0,9,0.0,2
2024-12-01,E04077,Customer Success,Hyderabad,22,19,3,0,0,0,2,0.6,2
2025-01-01,E04077,Customer Success,Hyderabad,23,20,3,0,0,0,6,0.2,1
2025-02-01,E04077,Customer Success,Hyderabad,22,22,0,0,0,0,1,13.0,1
2025-03-01,E04077,Customer Success,Hyderabad,22,18,2,2,0,2,9,0.0,3
2025-04-01,E04077,Customer Success,Hyderabad,22,19,2,0,1,1,5,1.5,2
2025-05-01,E04077,Customer Success,Hyderabad,20,20,0,0,0,0,2,12.0,0
2025-06-01,E04077,Customer Success,Hyderabad,22,22,0,0,0,0,2,0.0,3
2025-07-01,E04077,Customer Success,Hyderabad,22,21,1,0,0,0,12,12.4,2
2025-08-01,E04077,Customer Success,Hyderabad,23,17,2,3,1,4,4,1.6,2
2025-09-01,E04077,Customer Success,Hyderabad,22,20,1,0,1,1,7,9.6,3
2025-10-01,E04077,Customer Success,Hyderabad,22,20,2,0,0,0,7,5.6,2
2025-11-01,E04077,Customer Success,Hyderabad,22,20,2,0,0,0,2,0.0,0
2025-12-01,E04077,Customer Success,Hyderabad,21,18,3,0,0,0,0,3.1,2
2026-01-01,E04077,Customer Success,Hyderabad,22,19,3,0,0,0,6,0.0,3
2026-02-01,E04077,Customer Success,Hyderabad,22,19,2,0,1,1,0,1.9,3
2026-03-01,E04077,Customer Success,Hyderabad,22,16,2,4,0,4,5,6.3,1
2026-04-01,E04077,Customer Success,Hyderabad,22,20,1,1,0,1,3,4.2,0
2026-05-01,E04077,Customer Success,Hyderabad,22,21,1,0,0,0,3,8.9,2
2026-06-01,E04077,Customer Success,Hyderabad,21,20,1,0,0,0,8,3.5,3
2024-09-01,E04078,Human Resources,Pune,23,20,2,0,1,1,11,0.0,1
2024-10-01,E04078,Human Resources,Pune,22,21,0,1,0,1,3,3.2,1
2024-11-01,E04078,Human Resources,Pune,23,23,0,0,0,0,8,12.5,2
2024-12-01,E04078,Human Resources,Pune,21,19,1,1,0,1,9,4.5,3
2025-01-01,E04078,Human Resources,Pune,23,23,0,0,0,0,1,0.0,3
2025-02-01,E04078,Human Resources,Pune,22,18,3,1,0,1,1,0.0,3
2025-03-01,E04078,Human Resources,Pune,22,22,0,0,0,0,5,5.0,2
2025-04-01,E04078,Human Resources,Pune,22,18,2,2,0,2,10,2.4,1
2025-05-01,E04078,Human Resources,Pune,21,15,1,5,0,5,4,15.9,0
2025-06-01,E04078,Human Resources,Pune,23,22,1,0,0,0,8,6.3,3
2025-07-01,E04078,Human Resources,Pune,22,19,2,1,0,1,0,6.1,2
2025-08-01,E04078,Human Resources,Pune,22,18,4,0,0,0,2,6.5,3
2025-09-01,E04078,Human Resources,Pune,22,20,1,1,0,1,0,7.1,1
2025-10-01,E04078,Human Resources,Pune,21,17,4,0,0,0,11,0.3,0
2025-11-01,E04078,Human Resources,Pune,22,21,1,0,0,0,1,0.0,0
2025-12-01,E04078,Human Resources,Pune,22,19,3,0,0,0,3,0.0,0
2026-01-01,E04078,Human Resources,Pune,20,16,1,3,0,3,9,1.2,3
2026-02-01,E04078,Human Resources,Pune,20,19,0,1,0,1,5,4.3,0
2026-03-01,E04078,Human Resources,Pune,21,19,2,0,0,0,4,12.3,0
2026-04-01,E04078,Human Resources,Pune,22,20,2,0,0,0,9,0.0,2
2026-05-01,E04078,Human Resources,Pune,20,17,3,0,0,0,7,0.0,3
2026-06-01,E04078,Human Resources,Pune,21,20,1,0,0,0,7,7.0,2
2026-07-01,E04078,Human Resources,Pune,23,23,0,0,0,0,2,6.9,2
2026-08-01,E04078,Human Resources,Pune,21,17,4,0,0,0,12,1.6,2
2024-09-01,E04079,Human Resources,Hyderabad,23,20,3,0,0,0,2,12.2,1
2024-10-01,E04079,Human Resources,Hyderabad,20,20,0,0,0,0,1,16.0,2
2024-11-01,E04079,Human Resources,Hyderabad,21,21,0,0,0,0,0,8.1,1
2024-12-01,E04079,Human Resources,Hyderabad,23,20,0,3,0,3,2,5.4,2
2025-01-01,E04079,Human Resources,Hyderabad,22,18,4,0,0,0,0,7.3,2
2025-02-01,E04079,Human Resources,Hyderabad,23,19,4,0,0,0,1,0.0,2
2025-03-01,E04079,Human Resources,Hyderabad,22,22,0,0,0,0,0,0.0,0
2025-04-01,E04079,Human Resources,Hyderabad,22,22,0,0,0,0,1,5.3,1
2025-05-01,E04079,Human Resources,Hyderabad,20,18,2,0,0,0,1,5.7,3
2025-06-01,E04079,Human Resources,Hyderabad,21,19,1,0,1,1,2,0.0,3
2025-07-01,E04079,Human Resources,Hyderabad,20,18,2,0,0,0,0,11.2,1
2025-08-01,E04079,Human Resources,Hyderabad,21,21,0,0,0,0,2,11.2,2
2025-09-01,E04079,Human Resources,Hyderabad,21,20,1,0,0,0,0,0.0,2
2025-10-01,E04079,Human Resources,Hyderabad,22,20,2,0,0,0,0,0.0,2
2025-11-01,E04079,Human Resources,Hyderabad,20,20,0,0,0,0,1,3.2,2
2025-12-01,E04079,Human Resources,Hyderabad,22,18,2,2,0,2,0,1.4,1
2026-01-01,E04079,Human Resources,Hyderabad,22,19,2,1,0,1,0,12.1,3
2026-02-01,E04079,Human Resources,Hyderabad,22,19,2,0,1,1,2,4.7,0
2026-03-01,E04079,Human Resources,Hyderabad,20,18,2,0,0,0,0,5.4,0
2026-04-01,E04079,Human Resources,Hyderabad,21,18,3,0,0,0,1,3.1,2
2026-05-01,E04079,Human Resources,Hyderabad,23,19,4,0,0,0,1,4.2,1
2026-06-01,E04079,Human Resources,Hyderabad,22,19,3,0,0,0,2,0.4,0
2026-07-01,E04079,Human Resources,Hyderabad,22,21,1,0,0,0,0,2.1,1
2026-08-01,E04079,Human Resources,Hyderabad,22,20,0,2,0,2,2,6.1,0
2024-09-01,E04081,Technology,Bengaluru,22,22,0,0,0,0,1,7.3,0
2024-10-01,E04081,Technology,Bengaluru,22,18,1,3,0,3,0,2.0,0
2024-11-01,E04081,Technology,Bengaluru,22,17,3,0,2,2,0,12.1,3
2024-12-01,E04081,Technology,Bengaluru,21,19,1,1,0,1,0,2.5,1
2025-01-01,E04081,Technology,Bengaluru,23,23,0,0,0,0,0,4.1,0
2025-02-01,E04081,Technology,Bengaluru,22,19,1,2,0,2,0,14.5,2
2025-03-01,E04081,Technology,Bengaluru,23,22,1,0,0,0,0,10.4,3
2025-04-01,E04081,Technology,Bengaluru,23,23,0,0,0,0,1,4.6,3
2025-05-01,E04081,Technology,Bengaluru,21,18,3,0,0,0,1,16.7,1
2025-06-01,E04081,Technology,Bengaluru,22,19,3,0,0,0,0,3.4,3
2025-07-01,E04081,Technology,Bengaluru,22,19,3,0,0,0,1,8.0,3
2025-08-01,E04081,Technology,Bengaluru,21,21,0,0,0,0,2,1.5,0
2025-09-01,E04081,Technology,Bengaluru,21,19,2,0,0,0,2,21.5,3
2025-10-01,E04081,Technology,Bengaluru,20,16,2,0,2,2,0,7.8,2
2025-11-01,E04081,Technology,Bengaluru,22,20,2,0,0,0,0,4.2,0
2025-12-01,E04081,Technology,Bengaluru,21,21,0,0,0,0,2,2.5,0
2026-01-01,E04081,Technology,Bengaluru,22,19,3,0,0,0,0,14.0,2
2026-02-01,E04081,Technology,Bengaluru,21,19,1,1,0,1,0,8.5,3
2026-03-01,E04081,Technology,Bengaluru,22,21,1,0,0,0,1,5.9,2
2026-04-01,E04081,Technology,Bengaluru,20,18,1,1,0,1,0,10.5,1
2026-05-01,E04081,Technology,Bengaluru,23,23,0,0,0,0,0,0.0,1
2026-06-01,E04081,Technology,Bengaluru,22,18,4,0,0,0,0,5.0,1
2026-07-01,E04081,Technology,Bengaluru,23,20,3,0,0,0,0,11.3,1
2026-08-01,E04081,Technology,Bengaluru,20,19,0,0,1,1,0,9.2,3
2024-09-01,E04082,Supply Chain,Hyderabad,22,21,1,0,0,0,1,1.7,3
2024-10-01,E04082,Supply Chain,Hyderabad,21,21,0,0,0,0,2,7.1,3
2024-11-01,E04082,Supply Chain,Hyderabad,21,21,0,0,0,0,1,5.2,0
2024-12-01,E04082,Supply Chain,Hyderabad,22,20,2,0,0,0,12,18.0,0
2025-01-01,E04082,Supply Chain,Hyderabad,23,21,1,1,0,1,3,0.0,3
2025-02-01,E04082,Supply Chain,Hyderabad,22,21,1,0,0,0,8,11.5,1
2025-03-01,E04082,Supply Chain,Hyderabad,21,17,2,2,0,2,5,11.8,2
2025-04-01,E04082,Supply Chain,Hyderabad,21,19,2,0,0,0,12,0.5,1
2025-05-01,E04082,Supply Chain,Hyderabad,23,23,0,0,0,0,3,0.0,3
2025-06-01,E04082,Supply Chain,Hyderabad,20,17,3,0,0,0,3,0.9,2
2025-07-01,E04082,Supply Chain,Hyderabad,20,18,0,0,2,2,8,5.8,0
2025-08-01,E04082,Supply Chain,Hyderabad,20,19,1,0,0,0,12,10.8,2
2025-09-01,E04082,Supply Chain,Hyderabad,22,21,1,0,0,0,5,3.6,2
2024-09-01,E04083,Finance,Noida,23,21,2,0,0,0,3,0.8,3
2024-10-01,E04083,Finance,Noida,22,22,0,0,0,0,9,3.8,2
2024-11-01,E04083,Finance,Noida,23,23,0,0,0,0,12,8.7,2
2024-12-01,E04083,Finance,Noida,20,20,0,0,0,0,0,0.0,2
2025-01-01,E04083,Finance,Noida,20,20,0,0,0,0,12,8.7,1
2025-02-01,E04083,Finance,Noida,20,20,0,0,0,0,9,0.0,2
2025-03-01,E04083,Finance,Noida,23,22,1,0,0,0,11,7.8,1
2025-04-01,E04083,Finance,Noida,20,20,0,0,0,0,11,13.5,1
2025-05-01,E04083,Finance,Noida,21,18,1,2,0,2,12,4.6,3
2025-06-01,E04083,Finance,Noida,22,17,4,0,1,1,5,5.5,2
2025-07-01,E04083,Finance,Noida,21,14,3,1,3,4,0,1.0,3
2025-08-01,E04083,Finance,Noida,21,17,4,0,0,0,5,5.8,1
2025-09-01,E04083,Finance,Noida,21,20,1,0,0,0,12,4.1,2
2025-10-01,E04083,Finance,Noida,22,20,2,0,0,0,0,0.5,3
2025-11-01,E04083,Finance,Noida,23,21,2,0,0,0,0,6.5,2
2025-12-01,E04083,Finance,Noida,22,20,2,0,0,0,7,13.0,1
2026-01-01,E04083,Finance,Noida,21,21,0,0,0,0,11,6.2,3
2026-02-01,E04083,Finance,Noida,21,20,1,0,0,0,9,0.0,0
2026-03-01,E04083,Finance,Noida,20,18,0,2,0,2,2,0.0,2
2026-04-01,E04083,Finance,Noida,22,21,1,0,0,0,5,0.0,3
2026-05-01,E04083,Finance,Noida,23,21,1,0,1,1,2,5.1,1
2026-06-01,E04083,Finance,Noida,23,23,0,0,0,0,11,0.0,3
2026-07-01,E04083,Finance,Noida,21,17,4,0,0,0,9,7.6,2
2026-08-01,E04083,Finance,Noida,22,20,1,1,0,1,7,7.2,3
2024-09-01,E04084,Operations,Bengaluru,22,20,2,0,0,0,0,3.1,0
2024-10-01,E04084,Operations,Bengaluru,23,17,3,0,3,3,0,11.3,1
2024-11-01,E04084,Operations,Bengaluru,22,22,0,0,0,0,2,11.8,3
2024-12-01,E04084,Operations,Bengaluru,22,20,0,1,1,2,1,5.2,0
2025-01-01,E04084,Operations,Bengaluru,21,21,0,0,0,0,1,5.7,0
2025-02-01,E04084,Operations,Bengaluru,23,23,0,0,0,0,2,6.8,0
2025-03-01,E04084,Operations,Bengaluru,22,19,3,0,0,0,1,2.6,0
2025-04-01,E04084,Operations,Bengaluru,20,20,0,0,0,0,0,10.5,0
2025-05-01,E04084,Operations,Bengaluru,22,21,1,0,0,0,2,19.1,2
2025-06-01,E04084,Operations,Bengaluru,23,19,3,0,1,1,2,10.7,2
2025-07-01,E04084,Operations,Bengaluru,23,20,3,0,0,0,2,5.6,0
2025-08-01,E04084,Operations,Bengaluru,22,21,1,0,0,0,0,10.9,1
2025-09-01,E04084,Operations,Bengaluru,22,21,1,0,0,0,1,9.3,3
2025-10-01,E04084,Operations,Bengaluru,22,19,2,1,0,1,1,5.5,2
2025-11-01,E04084,Operations,Bengaluru,22,19,3,0,0,0,1,6.3,1
2025-12-01,E04084,Operations,Bengaluru,22,22,0,0,0,0,1,9.1,0
2026-01-01,E04084,Operations,Bengaluru,23,23,0,0,0,0,0,1.5,0
2026-02-01,E04084,Operations,Bengaluru,23,22,1,0,0,0,2,9.5,3
2026-03-01,E04084,Operations,Bengaluru,22,20,2,0,0,0,2,7.4,2
2026-04-01,E04084,Operations,Bengaluru,20,18,2,0,0,0,0,15.2,1
2026-05-01,E04084,Operations,Bengaluru,22,17,3,2,0,2,2,7.6,3
2026-06-01,E04084,Operations,Bengaluru,22,20,2,0,0,0,1,5.1,3
2026-07-01,E04084,Operations,Bengaluru,20,19,1,0,0,0,2,3.6,1
2026-08-01,E04084,Operations,Bengaluru,22,20,2,0,0,0,2,6.0,3
2024-09-01,E04085,Supply Chain,Pune,20,18,2,0,0,0,4,6.1,3
2024-10-01,E04085,Supply Chain,Pune,23,21,2,0,0,0,3,19.9,2
2024-11-01,E04085,Supply Chain,Pune,21,18,0,0,3,3,10,0.0,3
2024-12-01,E04085,Supply Chain,Pune,23,19,3,1,0,1,1,4.8,2
2025-01-01,E04085,Supply Chain,Pune,20,18,2,0,0,0,3,11.5,3
2025-02-01,E04085,Supply Chain,Pune,23,20,1,2,0,2,5,0.3,0
2025-03-01,E04085,Supply Chain,Pune,22,18,2,0,2,2,1,9.8,3
2025-04-01,E04085,Supply Chain,Pune,22,20,2,0,0,0,6,11.4,2
2025-05-01,E04085,Supply Chain,Pune,20,16,1,0,3,3,0,9.0,2
2025-06-01,E04085,Supply Chain,Pune,21,18,3,0,0,0,0,0.0,0
2025-07-01,E04085,Supply Chain,Pune,22,22,0,0,0,0,2,15.5,2
2025-08-01,E04085,Supply Chain,Pune,22,18,4,0,0,0,5,4.5,1
2025-09-01,E04085,Supply Chain,Pune,20,20,0,0,0,0,3,9.5,3
2025-10-01,E04085,Supply Chain,Pune,22,22,0,0,0,0,4,13.2,2
2025-11-01,E04085,Supply Chain,Pune,22,20,2,0,0,0,11,5.9,3
2025-12-01,E04085,Supply Chain,Pune,22,17,3,2,0,2,5,10.9,3
2026-01-01,E04085,Supply Chain,Pune,20,19,0,1,0,1,8,18.4,0
2026-02-01,E04085,Supply Chain,Pune,23,23,0,0,0,0,6,0.0,0
2026-03-01,E04085,Supply Chain,Pune,22,19,3,0,0,0,9,4.7,2
2026-04-01,E04085,Supply Chain,Pune,21,20,1,0,0,0,12,12.8,1
2026-05-01,E04085,Supply Chain,Pune,22,21,1,0,0,0,5,15.5,2
2026-06-01,E04085,Supply Chain,Pune,23,20,2,1,0,1,2,0.0,1
2026-07-01,E04085,Supply Chain,Pune,22,20,2,0,0,0,11,11.0,0
2026-08-01,E04085,Supply Chain,Pune,22,20,2,0,0,0,11,15.6,2
2024-09-01,E04086,Sales,Bengaluru,23,18,1,1,3,4,1,8.1,2
2024-10-01,E04086,Sales,Bengaluru,22,21,1,0,0,0,1,9.2,0
2024-11-01,E04086,Sales,Bengaluru,21,18,1,1,1,2,1,10.9,0
2024-12-01,E04086,Sales,Bengaluru,22,21,1,0,0,0,2,13.8,1
2025-01-01,E04086,Sales,Bengaluru,20,17,3,0,0,0,0,0.0,1
2025-02-01,E04086,Sales,Bengaluru,22,21,1,0,0,0,2,6.3,1
2025-03-01,E04086,Sales,Bengaluru,21,21,0,0,0,0,1,0.0,0
2025-04-01,E04086,Sales,Bengaluru,22,22,0,0,0,0,1,12.7,2
2025-05-01,E04086,Sales,Bengaluru,22,22,0,0,0,0,2,5.4,3
2025-06-01,E04086,Sales,Bengaluru,20,20,0,0,0,0,1,12.1,2
2025-07-01,E04086,Sales,Bengaluru,21,20,1,0,0,0,0,7.8,0
2025-08-01,E04086,Sales,Bengaluru,20,20,0,0,0,0,1,5.8,0
2025-09-01,E04086,Sales,Bengaluru,23,22,1,0,0,0,1,9.8,3
2025-10-01,E04086,Sales,Bengaluru,20,18,2,0,0,0,2,10.5,0
2025-11-01,E04086,Sales,Bengaluru,21,19,0,1,1,2,2,4.9,3
2025-12-01,E04086,Sales,Bengaluru,21,20,0,1,0,1,1,8.6,3
2026-01-01,E04086,Sales,Bengaluru,22,19,3,0,0,0,1,0.8,2
2026-02-01,E04086,Sales,Bengaluru,20,20,0,0,0,0,1,0.0,3
2026-03-01,E04086,Sales,Bengaluru,22,18,1,3,0,3,1,12.7,3
2026-04-01,E04086,Sales,Bengaluru,20,10,4,6,0,6,1,12.6,0
2026-05-01,E04086,Sales,Bengaluru,22,19,1,2,0,2,2,6.8,2
2026-06-01,E04086,Sales,Bengaluru,20,17,3,0,0,0,1,10.0,3
2026-07-01,E04086,Sales,Bengaluru,20,18,2,0,0,0,0,9.3,1
2026-08-01,E04086,Sales,Bengaluru,20,18,1,1,0,1,2,12.8,2
2024-09-01,E04087,Customer Success,Gurugram,22,18,3,0,1,1,4,5.1,3
2024-10-01,E04087,Customer Success,Gurugram,21,21,0,0,0,0,8,12.5,2
2024-11-01,E04087,Customer Success,Gurugram,22,18,2,2,0,2,8,9.6,2
2024-12-01,E04087,Customer Success,Gurugram,22,21,1,0,0,0,5,4.9,2
2025-01-01,E04087,Customer Success,Gurugram,22,20,2,0,0,0,2,4.6,0
2025-02-01,E04087,Customer Success,Gurugram,20,18,2,0,0,0,6,0.0,3
2025-03-01,E04087,Customer Success,Gurugram,21,20,1,0,0,0,3,3.2,2
2025-04-01,E04087,Customer Success,Gurugram,23,21,2,0,0,0,8,0.0,1
2025-05-01,E04087,Customer Success,Gurugram,22,22,0,0,0,0,9,0.0,3
2025-06-01,E04087,Customer Success,Gurugram,21,20,1,0,0,0,3,4.2,2
2025-07-01,E04087,Customer Success,Gurugram,22,20,1,1,0,1,11,0.0,1
2025-08-01,E04087,Customer Success,Gurugram,23,22,1,0,0,0,0,3.7,1
2025-09-01,E04087,Customer Success,Gurugram,23,21,2,0,0,0,7,5.5,2
2025-10-01,E04087,Customer Success,Gurugram,22,22,0,0,0,0,9,0.0,2
2025-11-01,E04087,Customer Success,Gurugram,22,18,3,0,1,1,8,8.5,2
2025-12-01,E04087,Customer Success,Gurugram,22,19,3,0,0,0,12,11.3,3
2026-01-01,E04087,Customer Success,Gurugram,21,20,1,0,0,0,0,9.1,2
2026-02-01,E04087,Customer Success,Gurugram,21,21,0,0,0,0,3,0.0,3
2026-03-01,E04087,Customer Success,Gurugram,20,18,2,0,0,0,1,0.0,1
2026-04-01,E04087,Customer Success,Gurugram,20,17,2,0,1,1,7,0.0,3
2026-05-01,E04087,Customer Success,Gurugram,22,19,3,0,0,0,9,5.6,1
2026-06-01,E04087,Customer Success,Gurugram,21,19,0,1,1,2,0,0.0,2
2026-07-01,E04087,Customer Success,Gurugram,22,16,2,4,0,4,2,7.5,3
