Application_ID,Employee_ID,Department,Role,Source,Application_Date,Interview_Date,Offer_Date,Joining_Date,Interview_Score,Assessment_Score,Offer_Accepted,Joined,Recruitment_Cost_INR,Recruiter
A007326,,Finance,Senior Finance Analyst,Campus,2021-11-01,2021-11-05,2021-11-17,,63,94,No,No,14895,Recruiter B
A007327,E03655,Human Resources,Talent Acquisition Specialist,Company Website,2022-06-14,2022-06-23,2022-06-30,2022-07-24,85,88,Yes,Yes,6249,Recruiter D
A007328,E03656,Customer Success,Customer Success Executive,Campus,2019-12-17,2019-12-24,2020-01-02,2020-01-26,92,90,Yes,Yes,12442,Recruiter C
A007329,,Customer Success,Customer Success Executive,Company Website,2019-11-09,2019-11-18,2019-11-26,,56,62,Yes,No,12236,Recruiter B
A007330,,Operations,Operations Executive,Internal Mobility,2018-12-21,2018-12-24,2019-01-07,,77,53,No,No,12738,Recruiter A
A007331,E03657,Operations,Operations Executive,Referral,2018-12-04,2018-12-10,2018-12-18,2019-03-02,87,71,Yes,Yes,17026,Recruiter A
A007332,E03658,Technology,Engineering Manager,LinkedIn,2025-06-19,2025-06-30,2025-07-06,2025-09-08,66,58,Yes,Yes,11925,Recruiter D
A007333,E03659,Customer Success,Support Analyst,Campus,2023-08-05,2023-08-20,2023-09-02,2023-11-12,79,66,Yes,Yes,13157,Recruiter D
A007334,,Supply Chain,Supply Chain Analyst,Company Website,2023-02-01,2023-02-09,2023-02-23,,71,88,No,No,8666,Recruiter C
A007335,E03660,Supply Chain,Supply Chain Analyst,LinkedIn,2023-02-04,2023-02-12,2023-02-18,2023-04-14,58,80,Yes,Yes,10661,Recruiter D
A007336,,Marketing,Product Marketing Manager,Company Website,2024-10-26,2024-11-02,2024-11-11,,58,81,No,No,6384,Recruiter B
A007337,E03661,Marketing,Product Marketing Manager,Campus,2024-12-26,2025-01-05,2025-01-18,2025-01-20,86,50,Yes,Yes,6236,Recruiter A
A007338,,Marketing,Product Marketing Manager,Internal Mobility,2024-11-13,2024-11-26,2024-12-03,,57,72,Yes,No,8399,Recruiter C
A007339,,Operations,Operations Analyst,Company Website,2017-08-17,2017-08-22,2017-08-27,,80,62,No,No,13019,Recruiter D
A007340,,Operations,Operations Analyst,Referral,2017-08-16,2017-09-01,2017-09-09,,83,90,No,No,6672,Recruiter C
A007341,E03662,Operations,Operations Analyst,Internal Mobility,2017-10-24,2017-11-06,2017-11-18,2017-11-22,64,64,Yes,Yes,10831,Recruiter C
A007342,E03663,Technology,Engineering Manager,Company Website,2025-07-01,2025-07-18,2025-07-26,2025-09-26,55,89,Yes,Yes,5206,Recruiter D
A007343,E03664,Supply Chain,Planner,Company Website,2022-01-20,2022-02-01,2022-02-14,2022-03-08,68,54,Yes,Yes,8844,Recruiter B
A007344,,Supply Chain,Planner,LinkedIn,2022-01-16,2022-01-21,2022-01-29,,94,51,No,No,11991,Recruiter C
A007345,,Supply Chain,Planner,Job Portal,2021-12-13,2021-12-25,2021-12-31,,80,56,No,No,15939,Recruiter D
A007346,,Human Resources,HR Manager,Campus,2021-03-26,2021-04-08,2021-04-13,,75,66,No,No,6665,Recruiter D
A007347,,Human Resources,HR Manager,Referral,2021-05-24,2021-06-01,2021-06-11,,93,61,Yes,No,7254,Recruiter A
A007348,E03665,Human Resources,HR Manager,Job Portal,2021-05-23,2021-06-07,2021-06-15,2021-06-21,64,72,Yes,Yes,17346,Recruiter D
A007349,,Customer Success,Customer Success Executive,Agency,2024-02-28,2024-03-15,2024-03-26,,55,67,Yes,No,11134,Recruiter B
A007350,,Customer Success,Customer Success Executive,LinkedIn,2024-02-24,2024-03-11,2024-03-13,,55,55,No,No,8960,Recruiter A
A007351,E03666,Customer Success,Customer Success Executive,Referral,2024-02-24,2024-03-01,2024-03-09,2024-06-01,87,65,Yes,Yes,7684,Recruiter D
A007352,,Operations,Team Lead,Company Website,2019-05-28,2019-06-01,2019-06-14,,73,79,No,No,4569,Recruiter A
A007353,,Operations,Team Lead,Company Website,2019-05-01,2019-05-04,2019-05-09,,71,56,Yes,No,12713,Recruiter C
A007354,E03667,Operations,Team Lead,Job Portal,2019-04-27,2019-05-09,2019-05-13,2019-07-30,64,65,Yes,Yes,3118,Recruiter C
A007355,E03668,Customer Success,Support Analyst,Agency,2019-10-24,2019-11-11,2019-11-19,2020-01-06,72,83,Yes,Yes,5802,Recruiter B
A007356,,Finance,Senior Finance Analyst,Job Portal,2017-09-19,2017-09-28,2017-10-09,,87,55,No,No,13988,Recruiter B
A007357,E03669,Finance,Senior Finance Analyst,Referral,2017-08-07,2017-08-18,2017-08-31,2017-11-06,82,78,Yes,Yes,7218,Recruiter B
A007358,,Marketing,Digital Marketing Analyst,Job Portal,2019-04-27,2019-05-02,2019-05-07,,85,63,No,No,8485,Recruiter C
A007359,,Marketing,Digital Marketing Analyst,Company Website,2019-04-29,2019-05-10,2019-05-22,,88,56,No,No,15065,Recruiter A
A007360,E03670,Marketing,Digital Marketing Analyst,Company Website,2019-04-25,2019-05-11,2019-05-25,2019-06-15,69,62,Yes,Yes,4314,Recruiter D
A007361,,Marketing,Brand Manager,Job Portal,2020-03-10,2020-03-24,2020-04-07,,84,55,No,No,9545,Recruiter D
A007362,E03671,Marketing,Brand Manager,Agency,2020-02-26,2020-03-15,2020-03-17,2020-06-02,74,91,Yes,Yes,7624,Recruiter A
A007363,E03672,Supply Chain,Planner,Campus,2022-12-20,2022-12-22,2022-12-31,2023-03-09,90,74,Yes,Yes,8136,Recruiter C
A007364,,Supply Chain,Planner,LinkedIn,2023-02-12,2023-02-23,2023-03-08,,95,95,Yes,No,9527,Recruiter D
A007365,,Supply Chain,Planner,Referral,2023-01-22,2023-01-29,2023-02-11,,73,95,No,No,13889,Recruiter B
A007366,E03673,Sales,Regional Sales Manager,LinkedIn,2018-08-08,2018-08-19,2018-08-29,2018-10-08,56,56,Yes,Yes,6828,Recruiter C
A007367,,Sales,Regional Sales Manager,Internal Mobility,2018-07-10,2018-07-24,2018-07-26,,67,94,Yes,No,6794,Recruiter C
A007368,,Customer Success,Customer Success Manager,Job Portal,2018-01-23,2018-02-08,2018-02-13,,58,95,No,No,11066,Recruiter B
A007369,E03674,Customer Success,Customer Success Manager,Company Website,2017-12-03,2017-12-14,2017-12-23,2018-02-21,80,58,Yes,Yes,4783,Recruiter A
A007370,E03675,Supply Chain,Logistics Manager,Job Portal,2026-05-06,2026-05-09,2026-05-20,2026-07-27,61,60,Yes,Yes,17915,Recruiter B
A007371,E03676,Marketing,Digital Marketing Analyst,LinkedIn,2019-08-07,2019-08-16,2019-08-27,2019-10-12,94,79,Yes,Yes,15034,Recruiter D
A007372,,Marketing,Digital Marketing Analyst,Agency,2019-08-03,2019-08-07,2019-08-14,,87,61,Yes,No,9357,Recruiter A
A007373,,Supply Chain,Supply Chain Analyst,Internal Mobility,2026-05-13,2026-05-31,2026-06-08,,91,59,No,No,9461,Recruiter B
A007374,E03677,Supply Chain,Supply Chain Analyst,Agency,2026-05-13,2026-05-20,2026-06-01,2026-06-28,70,56,Yes,Yes,9303,Recruiter A
A007375,,Human Resources,HR Business Partner,Company Website,2021-08-31,2021-09-07,2021-09-18,,95,80,No,No,13997,Recruiter A
A007376,,Human Resources,HR Business Partner,Campus,2021-09-10,2021-09-26,2021-10-04,,88,84,No,No,10607,Recruiter B
A007377,E03678,Human Resources,HR Business Partner,Agency,2021-08-15,2021-08-23,2021-09-06,2021-10-17,63,76,Yes,Yes,17389,Recruiter C
A007378,E03679,Marketing,Brand Manager,Company Website,2017-01-29,2017-02-10,2017-02-12,2017-04-04,81,53,Yes,Yes,5184,Recruiter D
A007379,,Marketing,Brand Manager,LinkedIn,2016-12-30,2017-01-11,2017-01-24,,76,56,No,No,4970,Recruiter C
A007380,,Technology,Data Analyst,Agency,2022-11-02,2022-11-17,2022-11-21,,73,78,No,No,16598,Recruiter C
A007381,E03680,Technology,Data Analyst,Internal Mobility,2022-10-26,2022-11-08,2022-11-22,2022-12-30,67,51,Yes,Yes,16494,Recruiter D
A007382,,Finance,Senior Finance Analyst,Referral,2025-04-05,2025-04-15,2025-04-21,,89,76,Yes,No,14812,Recruiter A
A007383,,Finance,Senior Finance Analyst,Agency,2025-02-22,2025-03-05,2025-03-07,,78,54,No,No,5690,Recruiter D
A007384,E03681,Finance,Senior Finance Analyst,Referral,2025-03-08,2025-03-20,2025-03-30,2025-05-09,59,88,Yes,Yes,14373,Recruiter A
A007385,E03682,Sales,Key Account Manager,Internal Mobility,2017-11-15,2017-11-26,2017-12-05,2017-12-16,65,52,Yes,Yes,8133,Recruiter D
A007386,,Finance,Senior Finance Analyst,Company Website,2023-03-15,2023-03-20,2023-03-28,,60,54,Yes,No,6230,Recruiter A
A007387,E03683,Finance,Senior Finance Analyst,Campus,2023-03-05,2023-03-16,2023-03-18,2023-05-16,87,57,Yes,Yes,16569,Recruiter B
A007388,E03684,Technology,Data Scientist,Job Portal,2019-11-07,2019-11-19,2019-11-23,2020-01-24,69,64,Yes,Yes,12396,Recruiter C
A007389,,Technology,Data Scientist,Job Portal,2019-11-22,2019-12-07,2019-12-13,,76,55,No,No,13373,Recruiter B
A007390,E03685,Operations,Operations Analyst,Referral,2025-11-22,2025-12-06,2025-12-17,2025-12-28,80,88,Yes,Yes,15925,Recruiter C
A007391,,Operations,Team Lead,Job Portal,2025-03-22,2025-04-04,2025-04-08,,94,70,No,No,9570,Recruiter B
A007392,E03686,Operations,Team Lead,Campus,2025-03-29,2025-04-08,2025-04-13,2025-06-06,76,51,Yes,Yes,5857,Recruiter D
A007393,,Operations,Team Lead,LinkedIn,2025-05-11,2025-05-13,2025-05-17,,78,80,Yes,No,13164,Recruiter B
A007394,E03687,Technology,Tech Lead,LinkedIn,2017-09-30,2017-10-04,2017-10-14,2017-11-27,60,72,Yes,Yes,17626,Recruiter D
A007395,,Sales,Key Account Manager,Company Website,2017-08-18,2017-08-28,2017-09-02,,86,85,No,No,15877,Recruiter D
A007396,E03688,Sales,Key Account Manager,Campus,2017-08-26,2017-09-06,2017-09-10,2017-09-27,63,78,Yes,Yes,11107,Recruiter B
A007397,E03689,Marketing,Product Marketing Manager,LinkedIn,2025-12-25,2026-01-11,2026-01-20,2026-01-31,94,66,Yes,Yes,10361,Recruiter D
A007398,,Marketing,Product Marketing Manager,LinkedIn,2026-01-05,2026-01-07,2026-01-21,,57,86,No,No,11402,Recruiter C
A007399,E03690,Technology,Senior Software Engineer,Agency,2018-04-16,2018-04-25,2018-05-01,2018-07-05,76,56,Yes,Yes,2924,Recruiter D
A007400,,Technology,Senior Software Engineer,Job Portal,2018-05-02,2018-05-08,2018-05-18,,79,71,No,No,7252,Recruiter C
A007401,,Technology,Senior Software Engineer,Campus,2018-04-02,2018-04-16,2018-04-24,,94,74,No,No,15913,Recruiter A
A007402,,Operations,Team Lead,Internal Mobility,2017-07-27,2017-08-05,2017-08-14,,74,85,Yes,No,13749,Recruiter A
A007403,E03691,Operations,Team Lead,Job Portal,2017-06-20,2017-06-27,2017-07-01,2017-09-23,90,83,Yes,Yes,12940,Recruiter A
A007404,,Operations,Team Lead,Agency,2017-07-01,2017-07-14,2017-07-25,,88,84,Yes,No,6401,Recruiter D
A007405,E03692,Customer Success,Customer Success Executive,Internal Mobility,2022-02-24,2022-03-07,2022-03-16,2022-05-24,69,90,Yes,Yes,17878,Recruiter A
A007406,,Customer Success,Customer Success Executive,Company Website,2022-04-15,2022-04-17,2022-04-26,,86,68,Yes,No,17583,Recruiter A
A007407,,Customer Success,Customer Success Executive,Agency,2022-03-30,2022-04-01,2022-04-10,,81,81,No,No,2874,Recruiter D
A007408,,Marketing,Marketing Executive,LinkedIn,2022-01-06,2022-01-18,2022-01-22,,82,60,No,No,9920,Recruiter D
A007409,E03693,Marketing,Marketing Executive,Job Portal,2022-01-21,2022-02-04,2022-02-09,2022-02-27,91,54,Yes,Yes,15217,Recruiter B
A007410,,Customer Success,Customer Success Manager,Job Portal,2022-10-31,2022-11-05,2022-11-17,,56,81,No,No,12659,Recruiter C
A007411,E03694,Customer Success,Customer Success Manager,Agency,2022-11-04,2022-11-16,2022-11-29,2022-12-17,76,85,Yes,Yes,13600,Recruiter A
A007412,,Customer Success,Customer Success Manager,Referral,2022-10-07,2022-10-10,2022-10-19,,69,71,Yes,No,5673,Recruiter C
A007413,,Operations,Operations Analyst,Internal Mobility,2025-11-06,2025-11-24,2025-11-27,,81,81,No,No,14692,Recruiter C
A007414,,Operations,Operations Analyst,Company Website,2025-12-07,2025-12-21,2025-12-28,,87,51,No,No,17835,Recruiter C
A007415,E03695,Operations,Operations Analyst,Internal Mobility,2025-12-06,2025-12-17,2025-12-23,2026-02-05,59,83,Yes,Yes,14471,Recruiter C
A007416,,Human Resources,Talent Acquisition Specialist,LinkedIn,2020-09-22,2020-10-04,2020-10-07,,58,60,No,No,10087,Recruiter B
A007417,,Human Resources,Talent Acquisition Specialist,Campus,2020-09-18,2020-09-29,2020-10-07,,82,74,Yes,No,4301,Recruiter A
A007418,E03696,Human Resources,Talent Acquisition Specialist,Internal Mobility,2020-09-05,2020-09-19,2020-10-01,2020-11-11,73,62,Yes,Yes,10440,Recruiter C
A007419,,Marketing,Brand Manager,Agency,2020-03-12,2020-03-16,2020-03-30,,83,57,Yes,No,5124,Recruiter D
A007420,E03697,Marketing,Brand Manager,Internal Mobility,2020-05-08,2020-05-19,2020-05-27,2020-06-03,71,63,Yes,Yes,4793,Recruiter C
A007421,,Technology,Tech Lead,Agency,2019-11-23,2019-12-05,2019-12-15,,84,93,No,No,6617,Recruiter C
A007422,E03698,Technology,Tech Lead,LinkedIn,2020-01-08,2020-01-18,2020-01-27,2020-02-23,78,69,Yes,Yes,15596,Recruiter B
A007423,E03699,Human Resources,HR Business Partner,Company Website,2021-04-30,2021-05-11,2021-05-18,2021-07-06,62,92,Yes,Yes,4132,Recruiter C
A007424,,Human Resources,HR Business Partner,Internal Mobility,2021-04-23,2021-05-01,2021-05-03,,89,74,No,No,14058,Recruiter B
A007425,,Customer Success,Support Analyst,LinkedIn,2020-08-10,2020-08-19,2020-08-23,,77,83,Yes,No,9652,Recruiter A
A007426,E03700,Customer Success,Support Analyst,Agency,2020-07-23,2020-08-03,2020-08-13,2020-10-07,82,52,Yes,Yes,3848,Recruiter C
A007427,,Customer Success,Support Analyst,Internal Mobility,2020-07-18,2020-07-26,2020-08-02,,84,61,No,No,4663,Recruiter A
A007428,E03701,Operations,Operations Manager,Referral,2017-03-14,2017-03-18,2017-03-26,2017-06-09,78,84,Yes,Yes,10436,Recruiter D
A007429,,Operations,Operations Manager,LinkedIn,2017-03-06,2017-03-09,2017-03-16,,91,92,No,No,10652,Recruiter B
A007430,E03702,Sales,Sales Executive,Referral,2023-09-28,2023-10-03,2023-10-06,2024-01-01,83,58,Yes,Yes,3757,Recruiter B
A007431,E03703,Customer Success,Customer Success Executive,Job Portal,2020-04-11,2020-04-24,2020-04-30,2020-07-07,60,62,Yes,Yes,7895,Recruiter D
A007432,,Customer Success,Customer Success Executive,Referral,2020-05-14,2020-05-22,2020-06-01,,91,79,No,No,13087,Recruiter B
A007433,E03704,Supply Chain,Procurement Specialist,Internal Mobility,2020-06-28,2020-07-16,2020-07-18,2020-10-04,74,80,Yes,Yes,12428,Recruiter B
A007434,E03705,Operations,Operations Manager,Referral,2024-01-18,2024-01-23,2024-01-31,2024-03-07,92,62,Yes,Yes,14699,Recruiter C
A007435,,Supply Chain,Logistics Manager,Internal Mobility,2024-12-16,2024-12-26,2025-01-05,,71,88,No,No,11880,Recruiter A
A007436,E03706,Supply Chain,Logistics Manager,Agency,2025-02-19,2025-03-02,2025-03-13,2025-03-19,62,84,Yes,Yes,15459,Recruiter A
A007437,E03707,Supply Chain,Logistics Manager,Company Website,2022-11-15,2022-12-01,2022-12-12,2023-02-13,90,71,Yes,Yes,11741,Recruiter D
A007438,,Sales,Sales Executive,Campus,2021-12-10,2021-12-20,2021-12-26,,73,60,No,No,7918,Recruiter D
A007439,E03708,Sales,Sales Executive,Company Website,2021-12-19,2022-01-04,2022-01-06,2022-02-15,55,53,Yes,Yes,15111,Recruiter C
A007440,E03709,Human Resources,L&D Specialist,Company Website,2026-06-26,2026-07-14,2026-07-23,2026-08-09,84,93,Yes,Yes,13844,Recruiter C
A007441,E03710,Sales,Sales Executive,Job Portal,2025-04-27,2025-05-09,2025-05-15,2025-07-04,95,75,Yes,Yes,16424,Recruiter D
A007442,,Sales,Sales Executive,Internal Mobility,2025-03-27,2025-03-30,2025-04-10,,72,57,No,No,4191,Recruiter C
A007443,,Technology,Data Scientist,Referral,2022-05-14,2022-05-30,2022-06-09,,89,57,Yes,No,9663,Recruiter A
A007444,E03711,Technology,Data Scientist,Campus,2022-05-13,2022-05-21,2022-05-26,2022-08-04,73,90,Yes,Yes,9967,Recruiter A
A007445,E03712,Operations,Team Lead,Referral,2026-01-11,2026-01-25,2026-02-01,2026-04-13,65,94,Yes,Yes,13960,Recruiter A
A007446,,Human Resources,Talent Acquisition Specialist,Campus,2018-10-23,2018-10-29,2018-11-09,,72,51,No,No,4939,Recruiter A
A007447,E03713,Human Resources,Talent Acquisition Specialist,LinkedIn,2018-12-09,2018-12-23,2018-12-29,2019-01-04,83,56,Yes,Yes,3757,Recruiter D
A007448,,Human Resources,Talent Acquisition Specialist,Company Website,2018-11-13,2018-11-15,2018-11-22,,57,78,No,No,9642,Recruiter C
A007449,E03714,Sales,Sales Analyst,Internal Mobility,2022-07-15,2022-07-25,2022-07-30,2022-09-21,93,68,Yes,Yes,11504,Recruiter C
A007450,,Sales,Sales Analyst,Campus,2022-08-10,2022-08-25,2022-09-05,,93,79,No,No,14935,Recruiter A
A007451,,Sales,Sales Analyst,Internal Mobility,2022-07-05,2022-07-12,2022-07-16,,73,50,No,No,8740,Recruiter A
A007452,,Sales,Regional Sales Manager,Company Website,2019-02-24,2019-03-06,2019-03-17,,56,54,No,No,9241,Recruiter D
A007453,,Sales,Regional Sales Manager,Referral,2019-04-28,2019-05-02,2019-05-13,,56,62,No,No,11610,Recruiter B
A007454,E03715,Sales,Regional Sales Manager,Job Portal,2019-02-24,2019-03-01,2019-03-13,2019-05-23,68,73,Yes,Yes,15381,Recruiter D
A007455,E03716,Marketing,Digital Marketing Analyst,Campus,2021-02-07,2021-02-19,2021-03-05,2021-03-08,76,70,Yes,Yes,4824,Recruiter B
A007456,,Finance,Finance Manager,Referral,2022-07-11,2022-07-16,2022-07-25,,69,60,No,No,2782,Recruiter C
A007457,E03717,Finance,Finance Manager,Internal Mobility,2022-05-15,2022-05-17,2022-05-28,2022-08-11,80,60,Yes,Yes,3886,Recruiter A
A007458,,Finance,Finance Manager,Campus,2022-05-11,2022-05-15,2022-05-20,,91,91,Yes,No,12401,Recruiter D
A007459,E03718,Marketing,Brand Manager,LinkedIn,2025-01-16,2025-01-22,2025-02-04,2025-04-26,64,78,Yes,Yes,15728,Recruiter A
A007460,E03719,Supply Chain,Planner,Campus,2021-04-07,2021-04-16,2021-04-23,2021-07-01,62,89,Yes,Yes,13506,Recruiter C
A007461,,Sales,Account Manager,LinkedIn,2025-09-24,2025-10-05,2025-10-17,,85,67,No,No,13511,Recruiter A
A007462,E03720,Sales,Account Manager,LinkedIn,2025-09-19,2025-10-06,2025-10-15,2025-10-27,72,94,Yes,Yes,17075,Recruiter A
A007463,E03721,Marketing,Brand Manager,Company Website,2022-04-25,2022-05-08,2022-05-20,2022-06-04,77,51,Yes,Yes,5267,Recruiter B
A007464,,Marketing,Brand Manager,LinkedIn,2022-03-15,2022-03-26,2022-04-09,,55,76,No,No,7324,Recruiter D
A007465,E03722,Operations,Operations Analyst,Agency,2019-10-24,2019-11-01,2019-11-08,2019-12-21,83,90,Yes,Yes,4862,Recruiter B
A007466,,Human Resources,Talent Acquisition Specialist,LinkedIn,2017-04-21,2017-05-07,2017-05-21,,87,52,Yes,No,6672,Recruiter A
A007467,E03723,Human Resources,Talent Acquisition Specialist,LinkedIn,2017-04-05,2017-04-22,2017-04-24,2017-06-16,84,75,Yes,Yes,3145,Recruiter D
A007468,,Human Resources,Talent Acquisition Specialist,Campus,2017-05-05,2017-05-22,2017-05-29,,72,95,Yes,No,12766,Recruiter C
A007469,E03724,Human Resources,L&D Specialist,Internal Mobility,2018-11-21,2018-12-03,2018-12-09,2019-01-27,78,71,Yes,Yes,12298,Recruiter A
A007470,E03725,Human Resources,L&D Specialist,LinkedIn,2024-08-11,2024-08-28,2024-09-06,2024-09-08,78,68,Yes,Yes,4973,Recruiter C
A007471,E03726,Customer Success,Support Analyst,Campus,2021-12-21,2021-12-31,2022-01-06,2022-03-14,83,77,Yes,Yes,14090,Recruiter B
A007472,,Human Resources,HR Manager,Internal Mobility,2018-10-17,2018-10-20,2018-10-31,,81,60,No,No,10999,Recruiter A
A007473,E03727,Human Resources,HR Manager,Company Website,2018-11-19,2018-11-26,2018-12-08,2019-01-16,93,52,Yes,Yes,15957,Recruiter B
A007474,,Human Resources,HR Manager,Campus,2018-12-09,2018-12-17,2018-12-25,,64,79,No,No,9129,Recruiter B
A007475,E03728,Marketing,Product Marketing Manager,Company Website,2025-09-22,2025-10-08,2025-10-13,2025-11-11,62,87,Yes,Yes,6262,Recruiter B
A007476,,Finance,Senior Finance Analyst,Internal Mobility,2025-03-15,2025-03-22,2025-03-27,,89,92,No,No,4788,Recruiter C
A007477,E03729,Finance,Senior Finance Analyst,Referral,2025-01-12,2025-01-27,2025-01-29,2025-04-18,92,88,Yes,Yes,8636,Recruiter D
A007478,E03730,Customer Success,Customer Success Manager,Company Website,2025-07-04,2025-07-17,2025-07-31,2025-09-01,55,65,Yes,Yes,12524,Recruiter C
A007479,,Customer Success,Customer Success Manager,Internal Mobility,2025-05-24,2025-06-01,2025-06-15,,80,70,No,No,5642,Recruiter C
A007480,,Operations,Operations Executive,LinkedIn,2019-02-16,2019-03-01,2019-03-07,,92,93,No,No,11961,Recruiter B
A007481,,Operations,Operations Executive,Internal Mobility,2019-02-10,2019-02-27,2019-03-04,,60,90,Yes,No,3595,Recruiter A
A007482,E03731,Operations,Operations Executive,Company Website,2019-02-24,2019-03-08,2019-03-15,2019-05-18,77,71,Yes,Yes,14940,Recruiter A
A007483,E03732,Customer Success,Support Analyst,Campus,2022-12-19,2023-01-02,2023-01-15,2023-01-22,56,77,Yes,Yes,17591,Recruiter C
A007484,E03733,Customer Success,Customer Success Executive,Job Portal,2023-11-02,2023-11-19,2023-11-29,2023-12-21,89,65,Yes,Yes,10781,Recruiter D
A007485,,Customer Success,Customer Success Executive,Agency,2023-11-13,2023-11-30,2023-12-02,,73,92,Yes,No,17615,Recruiter C
A007486,E03734,Sales,Sales Analyst,Job Portal,2020-08-24,2020-08-30,2020-09-09,2020-11-15,91,78,Yes,Yes,12561,Recruiter C
A007487,,Sales,Sales Analyst,LinkedIn,2020-09-20,2020-10-05,2020-10-15,,60,58,No,No,17999,Recruiter D
A007488,,Sales,Sales Analyst,LinkedIn,2020-09-09,2020-09-23,2020-09-27,,70,72,Yes,No,7037,Recruiter B
A007489,E03735,Human Resources,L&D Specialist,Job Portal,2019-02-25,2019-03-12,2019-03-24,2019-06-01,56,54,Yes,Yes,17505,Recruiter C
A007490,,Human Resources,L&D Specialist,Referral,2019-05-06,2019-05-21,2019-05-31,,79,50,No,No,8879,Recruiter B
A007491,,Human Resources,L&D Specialist,Internal Mobility,2019-04-28,2019-05-16,2019-05-22,,91,68,No,No,14909,Recruiter A
A007492,E03736,Supply Chain,Planner,Company Website,2021-09-30,2021-10-18,2021-10-22,2021-12-31,80,64,Yes,Yes,17978,Recruiter A
A007493,E03737,Customer Success,Customer Success Manager,Campus,2018-01-14,2018-01-30,2018-02-03,2018-04-11,60,51,Yes,Yes,8060,Recruiter C
A007494,E03738,Supply Chain,Planner,Internal Mobility,2019-03-16,2019-03-20,2019-03-28,2019-04-14,84,56,Yes,Yes,2752,Recruiter D
A007495,E03739,Technology,Senior Software Engineer,Job Portal,2023-05-26,2023-06-09,2023-06-17,2023-08-16,56,87,Yes,Yes,14406,Recruiter D
A007496,,Customer Success,Support Analyst,Job Portal,2020-02-21,2020-03-03,2020-03-09,,77,80,Yes,No,15362,Recruiter B
A007497,E03740,Customer Success,Support Analyst,LinkedIn,2020-03-24,2020-04-11,2020-04-23,2020-05-01,89,88,Yes,Yes,6280,Recruiter C
A007498,,Customer Success,Support Analyst,Company Website,2020-03-03,2020-03-05,2020-03-15,,85,58,Yes,No,3971,Recruiter B
A007499,,Technology,Data Analyst,Referral,2022-08-12,2022-08-25,2022-08-29,,65,68,Yes,No,17762,Recruiter A
A007500,E03741,Technology,Data Analyst,Company Website,2022-08-30,2022-09-09,2022-09-13,2022-10-22,65,86,Yes,Yes,2930,Recruiter D
A007501,E03742,Supply Chain,Logistics Manager,Campus,2020-01-27,2020-02-06,2020-02-18,2020-04-18,64,62,Yes,Yes,9815,Recruiter D
A007502,,Supply Chain,Logistics Manager,Job Portal,2020-02-19,2020-02-29,2020-03-07,,87,59,No,No,7562,Recruiter C
A007503,,Finance,Finance Analyst,LinkedIn,2022-03-30,2022-04-16,2022-04-24,,69,84,No,No,9005,Recruiter C
A007504,E03743,Finance,Finance Analyst,Job Portal,2022-04-12,2022-04-16,2022-04-29,2022-05-29,56,80,Yes,Yes,3157,Recruiter A
A007505,E03744,Operations,Team Lead,Job Portal,2022-09-07,2022-09-10,2022-09-23,2022-11-04,89,69,Yes,Yes,5276,Recruiter D
A007506,,Sales,Account Manager,Referral,2017-09-10,2017-09-12,2017-09-21,,64,59,No,No,9748,Recruiter A
A007507,E03745,Sales,Account Manager,LinkedIn,2017-10-03,2017-10-09,2017-10-15,2017-12-06,66,79,Yes,Yes,3987,Recruiter B
A007508,,Sales,Account Manager,Job Portal,2017-09-26,2017-10-01,2017-10-08,,88,94,Yes,No,10227,Recruiter B
A007509,,Customer Success,Support Analyst,LinkedIn,2021-12-23,2022-01-02,2022-01-10,,95,68,No,No,5893,Recruiter A
A007510,E03746,Customer Success,Support Analyst,Job Portal,2021-12-17,2021-12-27,2022-01-01,2022-03-11,84,91,Yes,Yes,14681,Recruiter C
A007511,E03747,Sales,Regional Sales Manager,Campus,2024-09-15,2024-09-18,2024-09-27,2024-12-06,58,77,Yes,Yes,11829,Recruiter C
A007512,,Sales,Regional Sales Manager,Job Portal,2024-09-20,2024-09-27,2024-10-08,,68,66,Yes,No,10284,Recruiter C
A007513,E03748,Operations,Operations Executive,Internal Mobility,2019-01-21,2019-01-23,2019-01-31,2019-03-27,73,84,Yes,Yes,12065,Recruiter D
A007514,E03749,Customer Success,Customer Success Executive,LinkedIn,2024-07-28,2024-07-30,2024-08-05,2024-10-01,71,89,Yes,Yes,10302,Recruiter B
A007515,,Customer Success,Customer Success Executive,Referral,2024-08-09,2024-08-24,2024-09-04,,79,67,Yes,No,10227,Recruiter D
A007516,,Sales,Account Manager,Campus,2020-06-11,2020-06-25,2020-07-05,,82,59,Yes,No,4432,Recruiter B
A007517,E03750,Sales,Account Manager,LinkedIn,2020-07-24,2020-08-08,2020-08-16,2020-09-03,61,64,Yes,Yes,3211,Recruiter B
A007518,E03751,Finance,Finance Manager,Company Website,2022-10-04,2022-10-09,2022-10-16,2022-12-23,94,85,Yes,Yes,8180,Recruiter A
A007519,,Finance,Finance Manager,Campus,2021-09-08,2021-09-24,2021-10-03,,74,63,No,No,5409,Recruiter A
A007520,E03752,Finance,Finance Manager,Campus,2021-09-13,2021-09-25,2021-09-27,2021-11-18,59,71,Yes,Yes,4310,Recruiter B
A007521,,Finance,Finance Manager,LinkedIn,2021-09-13,2021-09-30,2021-10-14,,70,50,No,No,16917,Recruiter D
