Training_ID,Employee_ID,Course_Name,Training_Date,Training_Hours,Delivery_Mode,Completion_Status,Pre_Assessment_Score,Post_Assessment_Score,Training_Cost_INR
T008501,E03697,GenAI for Business,2026-04-18,24,Blended,Completed,59,86,4204
T008502,E03698,Communication Skills,2026-08-24,12,Online,Completed,55,72,12054
T008503,E03698,Advanced Excel,2025-05-17,2,Blended,Completed,63,76,6736
T008504,E03698,Leadership Essentials,2026-04-21,4,Online,Completed,72,82,5275
T008505,E03698,Project Management,2025-08-06,24,Online,Completed,58,76,5817
T008506,E03699,GenAI for Business,2024-08-26,8,Blended,Completed,48,63,5645
T008507,E03699,Python Analytics,2025-08-02,8,Blended,Completed,69,78,6385
T008508,E03699,Python Analytics,2025-12-09,6,Classroom,Completed,44,55,7967
T008509,E03701,Advanced Excel,2025-03-15,2,Online,Completed,71,83,2797
T008510,E03702,Communication Skills,2025-09-06,8,Classroom,Completed,55,61,3739
T008511,E03702,Cloud Fundamentals,2026-03-26,4,Blended,Completed,56,79,14461
T008512,E03702,Leadership Essentials,2026-07-21,24,Online,Completed,61,82,8451
T008513,E03703,Power BI,2026-02-25,6,Online,Completed,52,74,13935
T008514,E03703,Project Management,2026-04-10,24,Blended,Completed,40,58,11054
T008515,E03703,GenAI for Business,2026-08-31,24,Online,Incomplete,41,68,4561
T008516,E03703,Cloud Fundamentals,2026-03-24,2,Classroom,Completed,72,78,7035
T008517,E03703,Leadership Essentials,2025-10-11,16,Blended,Completed,55,75,12013
T008518,E03705,Negotiation,2026-08-13,12,Blended,Completed,46,58,10440
T008519,E03705,Negotiation,2024-10-29,16,Classroom,Completed,40,53,13257
T008520,E03705,Communication Skills,2025-01-08,6,Classroom,Completed,65,87,4908
T008521,E03705,Leadership Essentials,2025-01-14,4,Blended,Completed,63,90,8776
T008522,E03708,Communication Skills,2025-08-21,24,Blended,Completed,48,55,8404
T008523,E03708,Python Analytics,2025-05-03,16,Classroom,Completed,63,80,13049
T008524,E03710,Negotiation,2026-06-02,4,Blended,Completed,67,95,5465
T008525,E03710,Power BI,2026-07-01,12,Online,Completed,65,76,13436
T008526,E03710,Power BI,2026-01-03,8,Blended,Completed,41,60,8442
T008527,E03711,Data Privacy,2024-04-18,4,Online,Completed,73,95,12792
T008528,E03711,Advanced Excel,2024-02-19,2,Online,Incomplete,44,60,8298
T008529,E03711,GenAI for Business,2024-03-28,4,Classroom,Completed,54,80,13316
T008530,E03712,Project Management,2026-04-15,6,Online,Completed,57,81,11004
T008531,E03712,GenAI for Business,2026-07-20,12,Blended,Completed,52,79,3113
T008532,E03712,GenAI for Business,2026-06-02,24,Blended,Completed,45,53,2031
T008533,E03712,Python Analytics,2026-06-30,8,Classroom,Completed,60,76,6064
T008534,E03714,Negotiation,2024-01-15,12,Classroom,Completed,51,67,8910
T008535,E03714,Power BI,2026-02-12,4,Blended,Completed,78,96,14644
T008536,E03714,GenAI for Business,2025-07-07,24,Online,Completed,43,53,4920
T008537,E03714,Project Management,2024-08-07,24,Online,Completed,65,70,5759
T008538,E03714,Power BI,2024-04-16,24,Classroom,Completed,65,81,8718
T008539,E03716,Negotiation,2025-07-05,24,Classroom,Completed,54,60,10595
T008540,E03716,Negotiation,2024-02-29,12,Online,Completed,73,88,9010
T008541,E03716,Communication Skills,2025-12-08,4,Classroom,Completed,60,71,14769
T008542,E03716,Python Analytics,2025-07-21,2,Classroom,Completed,45,61,13279
T008543,E03716,Power BI,2026-01-31,16,Online,Completed,54,65,12090
T008544,E03718,Project Management,2026-05-15,16,Classroom,Completed,40,46,10545
T008545,E03720,Data Privacy,2026-01-12,12,Online,Completed,73,95,13261
T008546,E03720,GenAI for Business,2025-12-14,24,Blended,Completed,71,87,12753
T008547,E03720,Advanced Excel,2026-01-31,24,Online,Completed,55,61,10767
T008548,E03720,GenAI for Business,2026-02-04,12,Blended,Completed,68,96,6501
T008549,E03721,Data Privacy,2026-07-18,6,Blended,Completed,61,71,13036
T008550,E03723,Python Analytics,2026-03-15,8,Blended,Completed,61,72,11094
T008551,E03725,Advanced Excel,2025-06-30,24,Blended,Completed,66,79,4141
T008552,E03725,Communication Skills,2025-06-26,12,Classroom,Completed,48,65,7514
T008553,E03725,Negotiation,2025-01-05,16,Classroom,Completed,40,47,7578
T008554,E03725,Negotiation,2024-09-12,16,Blended,Incomplete,61,72,12623
T008555,E03728,Data Privacy,2025-12-29,8,Blended,Completed,76,82,14670
T008556,E03729,GenAI for Business,2025-06-02,2,Online,Completed,65,71,10403
T008557,E03729,Data Privacy,2025-12-02,8,Blended,Completed,77,85,5498
T008558,E03729,Project Management,2025-06-17,24,Classroom,Completed,74,98,3229
T008559,E03729,Python Analytics,2025-08-16,24,Online,Completed,58,69,10155
T008560,E03730,Project Management,2025-11-12,6,Classroom,Completed,42,47,10083
T008561,E03730,Data Privacy,2026-04-12,4,Online,Completed,78,100,10544
T008562,E03730,Communication Skills,2026-05-14,4,Online,Completed,67,94,8970
T008563,E03730,Data Privacy,2026-04-28,8,Online,Completed,65,91,8911
T008564,E03731,Data Privacy,2025-08-29,16,Online,Completed,46,55,12066
T008565,E03731,GenAI for Business,2025-06-07,4,Online,Completed,70,85,1805
T008566,E03731,Leadership Essentials,2026-05-25,4,Blended,Completed,47,55,1901
T008567,E03732,Python Analytics,2026-01-23,16,Blended,Completed,48,63,2193
T008568,E03732,GenAI for Business,2026-01-18,16,Classroom,Incomplete,58,68,3684
T008569,E03732,Data Privacy,2025-01-18,12,Online,Completed,44,49,5564
T008570,E03732,Advanced Excel,2024-01-14,12,Online,Completed,66,72,12240
T008571,E03732,Data Privacy,2025-02-06,2,Online,Completed,59,86,7755
T008572,E03733,Project Management,2024-04-23,12,Online,Completed,40,62,10562
T008573,E03733,Leadership Essentials,2024-09-05,12,Online,Completed,41,50,3816
T008574,E03733,Python Analytics,2024-09-23,4,Classroom,Completed,57,78,6351
T008575,E03733,Cloud Fundamentals,2024-01-03,2,Classroom,Completed,53,81,8142
T008576,E03733,Leadership Essentials,2024-04-25,24,Classroom,Incomplete,58,68,8869
T008577,E03734,Leadership Essentials,2024-02-04,24,Blended,Completed,63,87,13586
T008578,E03734,Data Privacy,2025-04-15,8,Online,Completed,49,72,11103
T008579,E03734,Data Privacy,2025-11-24,16,Online,Completed,47,52,2814
T008580,E03735,Negotiation,2024-04-07,6,Blended,Completed,44,72,13982
T008581,E03735,Cloud Fundamentals,2024-07-17,8,Online,Completed,71,80,9727
T008582,E03735,Negotiation,2024-05-22,6,Online,Completed,68,85,2734
T008583,E03735,Leadership Essentials,2026-02-16,16,Classroom,Completed,78,95,13436
T008584,E03736,Python Analytics,2024-12-09,16,Blended,Completed,45,59,9039
T008585,E03736,Negotiation,2024-07-23,12,Blended,Completed,75,92,9674
T008586,E03736,Data Privacy,2025-12-17,24,Blended,Completed,63,75,10518
T008587,E03737,Data Privacy,2025-04-17,24,Online,Completed,56,79,14093
T008588,E03737,Advanced Excel,2025-01-30,8,Classroom,Completed,77,83,11413
T008589,E03737,GenAI for Business,2025-07-22,8,Blended,Completed,63,78,3935
T008590,E03737,Cloud Fundamentals,2025-03-31,2,Classroom,Completed,43,56,13864
T008591,E03738,Project Management,2025-02-05,6,Classroom,Completed,71,85,5502
T008592,E03738,Negotiation,2026-06-01,8,Blended,Completed,65,80,8276
T008593,E03738,Communication Skills,2024-07-05,8,Classroom,Completed,69,78,13579
T008594,E03738,Python Analytics,2026-04-19,16,Classroom,Completed,62,77,8952
T008595,E03739,Communication Skills,2026-03-12,16,Online,Completed,48,71,6709
T008596,E03739,Cloud Fundamentals,2026-01-16,4,Blended,Completed,56,80,7272
T008597,E03740,Negotiation,2024-09-21,2,Online,Completed,70,92,10820
T008598,E03740,Power BI,2026-03-05,12,Online,Incomplete,66,78,5155
T008599,E03741,Python Analytics,2026-08-16,8,Classroom,Completed,40,58,3163
T008600,E03741,Communication Skills,2024-05-23,12,Classroom,Completed,43,61,13551
T008601,E03742,Leadership Essentials,2024-02-08,12,Online,Completed,70,87,9287
T008602,E03742,Python Analytics,2024-06-27,16,Blended,Incomplete,45,65,6899
T008603,E03742,Negotiation,2024-12-04,8,Online,Completed,54,63,7846
T008604,E03742,GenAI for Business,2024-11-26,12,Blended,Completed,74,95,4927
T008605,E03743,Data Privacy,2024-09-30,6,Classroom,Completed,58,77,8668
T008606,E03743,Data Privacy,2025-07-03,2,Blended,Completed,71,79,1570
T008607,E03743,GenAI for Business,2024-10-09,2,Online,Completed,67,75,13322
T008608,E03743,Communication Skills,2025-07-16,16,Classroom,Completed,78,98,8227
T008609,E03744,Advanced Excel,2026-03-07,6,Online,Incomplete,44,53,6483
T008610,E03746,Negotiation,2025-04-08,2,Blended,Completed,58,63,5031
T008611,E03746,Power BI,2024-08-30,2,Blended,Completed,77,89,11734
T008612,E03746,GenAI for Business,2025-08-30,4,Online,Completed,54,66,4321
T008613,E03746,Negotiation,2026-03-23,12,Blended,Completed,50,61,2250
T008614,E03747,Data Privacy,2025-03-29,24,Online,Completed,74,79,6394
T008615,E03747,Project Management,2024-12-17,4,Online,Completed,63,86,11821
T008616,E03748,Cloud Fundamentals,2024-04-29,2,Online,Completed,57,79,3760
T008617,E03748,Communication Skills,2024-11-05,16,Classroom,Completed,74,88,1562
T008618,E03748,Communication Skills,2026-04-23,12,Online,Completed,66,71,14469
T008619,E03749,Power BI,2025-09-07,6,Blended,Completed,56,62,3218
T008620,E03750,Advanced Excel,2024-03-26,16,Online,Completed,73,99,14038
T008621,E03750,Project Management,2025-08-18,2,Blended,Completed,56,81,7594
T008622,E03750,Project Management,2024-05-23,16,Online,Completed,53,58,12292
T008623,E03751,Communication Skills,2026-02-22,2,Blended,Completed,46,58,5614
T008624,E03751,Cloud Fundamentals,2026-01-16,24,Blended,Completed,44,59,7207
T008625,E03751,Power BI,2024-04-20,4,Online,Completed,72,96,9276
T008626,E03753,Data Privacy,2024-10-22,16,Online,Incomplete,40,55,10588
T008627,E03753,Cloud Fundamentals,2025-05-16,16,Online,Completed,48,59,10471
T008628,E03754,Communication Skills,2026-02-03,24,Classroom,Completed,64,71,2993
T008629,E03754,Advanced Excel,2024-11-08,4,Online,Completed,61,69,1981
T008630,E03755,Cloud Fundamentals,2025-06-14,4,Online,Completed,53,58,8289
T008631,E03755,Python Analytics,2024-05-26,4,Classroom,Completed,76,100,4054
T008632,E03756,Negotiation,2026-07-11,6,Online,Completed,77,88,5101
T008633,E03756,Data Privacy,2026-08-22,16,Blended,Completed,69,83,1714
T008634,E03756,GenAI for Business,2026-07-13,16,Online,Incomplete,50,64,1856
T008635,E03756,Communication Skills,2026-08-18,2,Blended,Completed,69,94,13230
T008636,E03756,Advanced Excel,2026-08-13,6,Blended,Completed,41,58,3534
T008637,E03757,Project Management,2026-03-31,4,Classroom,Completed,40,54,9745
T008638,E03757,Cloud Fundamentals,2024-01-25,2,Online,Completed,60,66,13754
T008639,E03757,Negotiation,2025-09-23,6,Blended,Completed,74,100,7487
T008640,E03757,Communication Skills,2025-01-29,4,Blended,Completed,46,59,14441
T008641,E03757,Python Analytics,2024-06-21,16,Classroom,Completed,40,68,4357
T008642,E03758,Cloud Fundamentals,2026-06-04,8,Online,Completed,52,63,3092
T008643,E03760,Leadership Essentials,2025-01-13,6,Classroom,Completed,46,62,4655
T008644,E03760,Power BI,2025-03-29,12,Classroom,Completed,71,88,4456
T008645,E03760,GenAI for Business,2025-12-09,24,Blended,Completed,77,95,7556
T008646,E03761,Leadership Essentials,2024-10-08,8,Online,Completed,68,88,14837
T008647,E03761,Leadership Essentials,2026-07-20,16,Blended,Completed,64,74,8259
T008648,E03762,Advanced Excel,2025-10-22,6,Classroom,Completed,44,58,11397
T008649,E03762,Advanced Excel,2026-01-26,12,Classroom,Completed,56,69,1636
T008650,E03762,Cloud Fundamentals,2025-09-12,4,Blended,Completed,44,52,5846
T008651,E03763,GenAI for Business,2024-05-07,8,Blended,Completed,47,60,13192
T008652,E03763,Python Analytics,2025-11-19,2,Blended,Incomplete,57,68,5766
T008653,E03763,Advanced Excel,2025-09-07,8,Blended,Incomplete,40,48,5290
T008654,E03763,Leadership Essentials,2024-12-13,16,Blended,Completed,76,100,12914
T008655,E03763,GenAI for Business,2026-05-15,6,Classroom,Completed,40,46,13890
T008656,E03764,Data Privacy,2024-01-20,8,Online,Completed,70,88,8808
T008657,E03764,GenAI for Business,2025-10-18,4,Blended,Completed,60,76,11648
T008658,E03764,Leadership Essentials,2024-08-14,6,Blended,Completed,72,77,14104
T008659,E03764,Python Analytics,2025-12-04,4,Classroom,Completed,77,100,3722
T008660,E03764,Python Analytics,2024-02-02,16,Online,Completed,43,60,10549
T008661,E03766,Cloud Fundamentals,2024-01-11,8,Classroom,Completed,56,78,5054
T008662,E03767,Power BI,2026-05-11,6,Blended,Completed,44,49,11859
T008663,E03767,Data Privacy,2026-07-10,8,Blended,Completed,50,72,13697
T008664,E03767,GenAI for Business,2026-04-20,2,Classroom,Completed,75,99,2255
T008665,E03767,Data Privacy,2026-08-06,2,Blended,Completed,74,79,13954
T008666,E03769,Advanced Excel,2024-05-02,12,Online,Completed,59,69,9934
T008667,E03770,Python Analytics,2026-04-11,16,Online,Completed,68,93,11476
T008668,E03771,Advanced Excel,2025-09-06,16,Online,Completed,49,56,6196
T008669,E03771,Data Privacy,2024-09-17,4,Online,Completed,46,66,9918
T008670,E03771,Data Privacy,2026-07-01,4,Blended,Incomplete,50,68,9471
T008671,E03771,Data Privacy,2025-12-13,8,Blended,Completed,46,69,7959
T008672,E03771,Python Analytics,2025-04-10,16,Classroom,Completed,40,62,4365
T008673,E03773,Power BI,2026-01-30,2,Blended,Completed,55,80,9597
T008674,E03773,Advanced Excel,2025-07-17,12,Blended,Completed,69,93,2266
T008675,E03773,Power BI,2025-03-24,16,Classroom,Completed,60,78,11480
T008676,E03777,Advanced Excel,2026-08-05,2,Online,Completed,55,73,10558
T008677,E03778,Leadership Essentials,2024-02-13,6,Classroom,Completed,61,72,6485
T008678,E03778,Data Privacy,2025-10-07,4,Blended,Completed,41,49,11724
T008679,E03778,Communication Skills,2024-05-15,4,Classroom,Completed,42,59,6532
T008680,E03779,Python Analytics,2026-07-30,2,Online,Completed,73,83,6927
T008681,E03779,Communication Skills,2026-01-09,4,Blended,Completed,68,82,8000
T008682,E03779,GenAI for Business,2025-12-21,16,Online,Completed,61,71,9902
T008683,E03780,GenAI for Business,2026-03-28,6,Online,Completed,58,67,12083
T008684,E03780,Negotiation,2026-03-11,8,Classroom,Completed,42,54,12381
T008685,E03780,Negotiation,2026-05-21,2,Classroom,Completed,63,86,6322
T008686,E03781,Advanced Excel,2025-01-30,12,Classroom,Completed,63,72,11746
T008687,E03781,Project Management,2026-01-23,4,Online,Completed,43,70,10327
T008688,E03781,Power BI,2025-06-27,16,Classroom,Completed,69,77,3916
T008689,E03781,Data Privacy,2026-02-05,16,Blended,Completed,78,100,7561
T008690,E03782,Data Privacy,2024-06-22,6,Blended,Completed,63,91,12216
T008691,E03782,GenAI for Business,2024-01-31,4,Classroom,Completed,57,84,9610
T008692,E03782,Leadership Essentials,2026-06-19,2,Blended,Completed,77,94,8620
T008693,E03782,Project Management,2026-08-03,16,Classroom,Completed,54,71,8691
T008694,E03782,Cloud Fundamentals,2024-08-23,12,Blended,Completed,57,84,11415
T008695,E03783,GenAI for Business,2024-02-02,12,Classroom,Completed,74,92,4309
T008696,E03783,Data Privacy,2026-07-06,2,Blended,Completed,55,76,14094
T008697,E03784,Power BI,2026-06-07,16,Classroom,Completed,63,78,9107
T008698,E03784,Project Management,2024-11-01,8,Online,Completed,53,68,12924
T008699,E03784,Communication Skills,2026-01-16,16,Blended,Completed,60,86,13851
T008700,E03784,Power BI,2025-05-28,24,Online,Completed,63,87,14192
T008701,E03785,Negotiation,2024-06-30,2,Classroom,Completed,56,72,3223
T008702,E03785,Data Privacy,2024-04-08,24,Online,Completed,70,98,2590
T008703,E03785,Project Management,2024-07-19,24,Blended,Completed,74,80,14403
T008704,E03785,Data Privacy,2025-12-20,16,Classroom,Completed,41,66,2801
T008705,E03785,Data Privacy,2026-04-15,24,Blended,Completed,71,81,2962
T008706,E03786,Negotiation,2025-12-24,2,Blended,Completed,69,79,8870
T008707,E03787,Python Analytics,2026-04-28,6,Blended,Completed,60,78,12132
T008708,E03787,Advanced Excel,2024-03-09,6,Classroom,Completed,73,91,7289
T008709,E03787,Advanced Excel,2024-03-24,12,Blended,Completed,78,86,5936
T008710,E03787,Cloud Fundamentals,2025-02-20,8,Online,Completed,50,63,7774
T008711,E03788,Power BI,2026-04-23,6,Online,Completed,54,68,9145
T008712,E03788,Cloud Fundamentals,2025-04-15,8,Online,Completed,57,66,3848
T008713,E03788,Python Analytics,2025-10-25,8,Classroom,Completed,46,68,13951
T008714,E03788,Data Privacy,2026-04-14,16,Blended,Completed,46,74,3860
T008715,E03788,Communication Skills,2025-01-20,24,Online,Completed,54,68,9389
T008716,E03789,Communication Skills,2026-06-24,8,Classroom,Completed,42,51,6707
T008717,E03789,Cloud Fundamentals,2026-02-17,24,Classroom,Completed,46,64,8742
T008718,E03790,Project Management,2026-07-08,4,Classroom,Completed,42,58,1527
T008719,E03790,Project Management,2025-07-28,12,Online,Completed,50,64,13934
T008720,E03790,Cloud Fundamentals,2026-08-03,16,Online,Completed,45,62,14410
T008721,E03790,Python Analytics,2025-02-20,24,Blended,Completed,75,100,10127
T008722,E03790,Communication Skills,2025-03-14,8,Classroom,Completed,54,75,8007
T008723,E03792,Data Privacy,2026-01-09,16,Online,Completed,66,81,12933
T008724,E03792,Data Privacy,2024-11-28,4,Classroom,Completed,41,63,6984
T008725,E03792,Communication Skills,2025-03-11,8,Classroom,Completed,57,81,14190
T008726,E03792,Power BI,2024-06-17,6,Online,Completed,65,73,5710
T008727,E03792,Project Management,2025-03-22,16,Blended,Completed,70,84,5044
T008728,E03793,Cloud Fundamentals,2025-11-29,16,Classroom,Completed,69,79,5044
T008729,E03793,Cloud Fundamentals,2025-03-21,8,Classroom,Completed,53,61,5906
T008730,E03793,Leadership Essentials,2025-09-15,4,Online,Completed,50,59,8461
T008731,E03793,GenAI for Business,2026-06-01,8,Blended,Completed,76,100,5610
T008732,E03793,Negotiation,2026-05-30,8,Blended,Completed,66,74,11394
T008733,E03794,Project Management,2024-03-22,2,Classroom,Completed,63,78,2302
T008734,E03794,Power BI,2025-04-20,4,Online,Completed,76,89,5043
T008735,E03794,Cloud Fundamentals,2025-04-27,4,Blended,Completed,47,74,11732
T008736,E03796,Negotiation,2025-11-06,16,Blended,Completed,52,60,13697
T008737,E03796,Project Management,2025-10-05,2,Blended,Completed,56,76,14680
T008738,E03796,Negotiation,2024-02-28,16,Online,Completed,69,91,8995
T008739,E03797,Advanced Excel,2024-01-22,2,Online,Completed,58,68,2619
T008740,E03797,Leadership Essentials,2026-08-16,12,Online,Completed,56,66,5772
T008741,E03799,Python Analytics,2026-02-08,12,Online,Completed,57,81,3669
T008742,E03799,Data Privacy,2026-02-25,4,Online,Completed,75,81,2078
T008743,E03799,Advanced Excel,2026-08-03,6,Classroom,Completed,75,95,12621
T008744,E03799,Data Privacy,2026-08-30,8,Classroom,Completed,48,69,11412
T008745,E03800,Leadership Essentials,2024-11-04,16,Online,Completed,66,93,2154
T008746,E03800,Data Privacy,2026-08-09,4,Online,Completed,42,55,11350
T008747,E03800,Power BI,2024-12-02,6,Blended,Completed,71,89,2210
T008748,E03800,Python Analytics,2024-04-01,12,Online,Completed,62,87,8749
T008749,E03800,Power BI,2025-05-22,4,Blended,Completed,50,74,13063
T008750,E03801,Advanced Excel,2025-12-15,8,Online,Completed,74,94,4500
T008751,E03802,Advanced Excel,2026-03-12,12,Classroom,Completed,69,92,11271
T008752,E03802,Negotiation,2025-07-11,12,Online,Completed,62,75,2312
T008753,E03802,Power BI,2025-09-28,8,Classroom,Completed,53,77,11064
T008754,E03802,Python Analytics,2026-03-05,4,Blended,Completed,60,82,4405
T008755,E03802,Communication Skills,2025-07-22,8,Classroom,Completed,40,47,1837
T008756,E03804,Python Analytics,2025-12-05,4,Online,Completed,67,93,12593
T008757,E03804,Python Analytics,2025-09-05,24,Classroom,Completed,67,89,11612
T008758,E03805,Negotiation,2024-01-23,2,Blended,Completed,60,72,14311
T008759,E03805,Data Privacy,2024-09-02,12,Classroom,Completed,67,89,4203
T008760,E03805,Cloud Fundamentals,2024-07-29,4,Classroom,Completed,78,100,8366
T008761,E03805,Power BI,2024-02-16,4,Classroom,Completed,45,68,10932
T008762,E03806,Advanced Excel,2026-08-04,24,Online,Completed,50,70,2418
T008763,E03806,Negotiation,2025-01-21,16,Online,Completed,73,97,6224
T008764,E03806,Python Analytics,2024-11-22,4,Blended,Completed,72,79,8876
T008765,E03806,Python Analytics,2026-02-25,4,Online,Completed,78,99,10952
T008766,E03807,Power BI,2024-11-06,16,Classroom,Completed,73,100,2245
T008767,E03807,Negotiation,2026-01-27,2,Online,Completed,65,74,7198
T008768,E03807,Communication Skills,2024-06-02,12,Classroom,Completed,66,84,7624
T008769,E03810,Negotiation,2026-01-28,24,Classroom,Completed,41,46,3298
T008770,E03810,Negotiation,2024-06-08,12,Online,Completed,69,74,11329
T008771,E03810,Negotiation,2025-07-26,24,Blended,Completed,45,65,10859
T008772,E03810,Communication Skills,2025-02-11,24,Online,Completed,52,61,3227
T008773,E03810,Negotiation,2024-04-20,2,Blended,Completed,70,79,2965
T008774,E03814,Python Analytics,2025-08-23,2,Online,Incomplete,66,93,4998
T008775,E03814,Python Analytics,2025-03-01,6,Online,Completed,77,89,12433
T008776,E03814,Project Management,2025-06-14,12,Online,Completed,72,85,1710
T008777,E03814,Negotiation,2024-06-06,8,Online,Completed,60,75,12641
T008778,E03815,Communication Skills,2024-07-31,8,Blended,Completed,58,84,7974
T008779,E03815,Leadership Essentials,2026-07-20,2,Blended,Completed,72,84,14366
T008780,E03817,GenAI for Business,2024-06-12,6,Online,Completed,61,85,12296
T008781,E03817,GenAI for Business,2026-07-18,24,Blended,Completed,54,62,1826
T008782,E03818,Data Privacy,2026-01-23,12,Classroom,Completed,77,94,9102
T008783,E03818,Negotiation,2024-01-07,8,Blended,Completed,48,71,11654
T008784,E03818,GenAI for Business,2024-10-21,12,Blended,Completed,67,82,5147
T008785,E03818,Advanced Excel,2024-12-18,8,Classroom,Completed,70,87,14157
T008786,E03819,Python Analytics,2026-01-01,2,Blended,Completed,56,69,2656
T008787,E03819,Python Analytics,2025-04-10,2,Classroom,Completed,45,57,14017
T008788,E03820,Data Privacy,2024-05-20,16,Classroom,Completed,49,61,6088
T008789,E03820,Data Privacy,2025-12-23,24,Blended,Incomplete,46,51,6882
T008790,E03820,Advanced Excel,2025-05-14,4,Blended,Completed,73,95,13767
T008791,E03822,Python Analytics,2025-02-24,16,Classroom,Incomplete,58,81,7825
T008792,E03822,Power BI,2026-03-19,2,Online,Completed,72,82,11191
T008793,E03822,Python Analytics,2025-04-14,2,Classroom,Completed,41,69,13969
T008794,E03822,Advanced Excel,2025-11-03,4,Online,Completed,67,94,10934
T008795,E03823,Advanced Excel,2025-01-14,4,Online,Completed,42,50,2444
T008796,E03823,Negotiation,2024-09-04,16,Classroom,Completed,67,83,7937
T008797,E03824,GenAI for Business,2026-04-01,24,Classroom,Completed,64,70,14788
T008798,E03824,GenAI for Business,2025-08-24,24,Online,Completed,40,65,12533
T008799,E03824,Python Analytics,2025-12-12,2,Blended,Completed,72,94,1512
T008800,E03824,Advanced Excel,2025-06-08,8,Online,Completed,51,63,11337
T008801,E03824,Negotiation,2025-11-10,24,Online,Completed,71,95,13166
T008802,E03825,Python Analytics,2025-01-11,16,Online,Completed,48,60,11748
T008803,E03825,Cloud Fundamentals,2024-11-25,24,Blended,Completed,54,78,7882
T008804,E03826,Power BI,2026-08-27,24,Online,Completed,52,65,2292
T008805,E03826,Project Management,2026-06-20,4,Online,Completed,76,91,5515
T008806,E03826,Power BI,2025-06-28,12,Classroom,Completed,70,76,13636
T008807,E03826,Advanced Excel,2024-02-25,24,Classroom,Incomplete,54,72,11105
T008808,E03829,Data Privacy,2026-03-09,12,Blended,Completed,61,89,13275
T008809,E03829,Python Analytics,2026-04-21,2,Online,Completed,66,77,4459
T008810,E03829,Negotiation,2026-03-11,12,Classroom,Completed,72,86,13624
T008811,E03831,GenAI for Business,2026-03-25,12,Classroom,Completed,70,84,8821
T008812,E03831,Data Privacy,2025-08-23,24,Blended,Completed,76,81,9924
T008813,E03831,Data Privacy,2026-03-05,2,Classroom,Completed,43,52,12999
T008814,E03832,Leadership Essentials,2025-12-18,16,Classroom,Completed,73,92,2817
T008815,E03832,Negotiation,2024-11-11,12,Online,Incomplete,48,71,8326
T008816,E03832,Project Management,2024-02-29,16,Online,Completed,44,59,2110
T008817,E03832,Cloud Fundamentals,2025-06-05,6,Classroom,Completed,77,83,14335
T008818,E03834,Project Management,2025-07-29,2,Classroom,Completed,68,82,12942
T008819,E03834,Negotiation,2024-08-01,12,Blended,Completed,51,75,11739
T008820,E03834,Advanced Excel,2025-02-03,2,Online,Completed,62,78,10308
T008821,E03836,Cloud Fundamentals,2025-12-21,8,Blended,Completed,65,80,4961
T008822,E03836,Advanced Excel,2025-01-20,12,Classroom,Completed,71,93,7930
T008823,E03837,Communication Skills,2026-01-12,16,Online,Completed,75,93,11433
T008824,E03837,Power BI,2026-02-07,6,Blended,Completed,52,66,13791
T008825,E03837,Data Privacy,2025-06-16,12,Classroom,Incomplete,54,71,10750
T008826,E03837,Leadership Essentials,2026-07-13,6,Blended,Completed,56,66,10966
T008827,E03837,Cloud Fundamentals,2026-04-15,6,Blended,Completed,63,70,9806
T008828,E03840,Power BI,2025-07-17,16,Classroom,Completed,69,75,11227
T008829,E03841,Leadership Essentials,2025-03-22,2,Online,Completed,51,72,12677
T008830,E03841,Power BI,2025-11-08,6,Online,Completed,75,88,10826
T008831,E03842,GenAI for Business,2025-01-13,2,Online,Completed,72,80,1537
T008832,E03842,Data Privacy,2026-03-02,6,Blended,Completed,70,86,14970
T008833,E03842,Project Management,2025-03-08,16,Online,Completed,57,75,2733
T008834,E03843,Communication Skills,2025-07-06,8,Classroom,Completed,75,100,11849
T008835,E03843,Communication Skills,2025-06-01,8,Classroom,Completed,70,95,2530
T008836,E03843,Advanced Excel,2025-12-10,4,Online,Completed,73,87,11127
T008837,E03843,Advanced Excel,2026-07-12,16,Online,Completed,55,61,7841
T008838,E03843,Cloud Fundamentals,2024-07-10,12,Classroom,Completed,44,53,3510
T008839,E03844,Data Privacy,2026-06-15,16,Blended,Completed,44,69,13210
T008840,E03844,Leadership Essentials,2025-06-13,24,Classroom,Completed,61,76,1548
T008841,E03845,Project Management,2025-03-23,4,Blended,Completed,44,62,11969
T008842,E03845,GenAI for Business,2025-08-23,12,Blended,Completed,51,57,12378
T008843,E03849,Cloud Fundamentals,2024-09-16,8,Online,Completed,60,68,2496
T008844,E03849,Communication Skills,2024-05-05,24,Classroom,Completed,63,88,9944
T008845,E03849,Data Privacy,2025-12-15,6,Online,Completed,75,88,4591
T008846,E03853,Power BI,2025-01-23,4,Classroom,Completed,73,81,8834
T008847,E03853,Project Management,2024-09-30,12,Online,Completed,63,89,14173
T008848,E03853,Advanced Excel,2024-02-29,16,Classroom,Completed,60,68,8294
T008849,E03853,Cloud Fundamentals,2024-03-31,8,Online,Incomplete,61,67,11637
T008850,E03853,Project Management,2024-08-12,4,Blended,Completed,73,85,14642
T008851,E03854,GenAI for Business,2025-07-17,4,Classroom,Completed,68,87,10716
T008852,E03855,Project Management,2026-06-22,8,Online,Completed,67,87,7364
T008853,E03855,Communication Skills,2026-05-25,8,Online,Completed,58,81,13841
T008854,E03855,Python Analytics,2026-07-09,16,Online,Incomplete,75,87,12735
